,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.88,0.88,0.75,0.98,0.94,0.83
google-web-toolkit.csv,0.73,0.71,0.73,0.9,0.52,0.9
open-data-kit.csv,0.5,0.55,0.44,0.71,0.5,0.45
qtractor.csv,0.5,0.46,0.61,0.89,0.62,0.46
quarkplayer.csv,0.8,0.91,0.89,0.98,0.67,0.5
zoolib.csv,0.8,0.86,0.89,0.96,0.91,0.75
