,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.12,0.05,0.05,0.12,0.04,0.0
google-web-toolkit.csv,0.46,0.43,0.16,0.47,0.01,0.13
open-data-kit.csv,0.5,0.64,0.0,0.64,0.52,0.47
qtractor.csv,0.0,0.51,0.25,0.2,0.31,0.39
quarkplayer.csv,0.0,0.0,0.07,0.12,0.01,0.03
zoolib.csv,0.0,0.04,0.09,0.0,0.01,0.06
