,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.18,0.0,0.03,0.23,0.05,1.0
google-web-toolkit.csv,0.39,0.64,0.34,0.61,0.97,0.33
open-data-kit.csv,0.57,0.82,0.93,0.87,0.57,0.67
qtractor.csv,0.93,0.73,0.36,0.45,0.32,0.67
quarkplayer.csv,0.18,1.0,0.08,0.06,0.01,0.0
zoolib.csv,0.18,0.0,0.07,0.74,0.04,0.0
