,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.57,0.5,0.71,0.29,0.55,0.29,0.0
flylegacy.csv,0.4,0.77,0.84,0.19,0.57,0.33,0.18
jguard.csv,0.39,0.67,0.78,0.18,0.69,0.5,0.21
mob-sen-plat.csv,0.42,0.83,0.75,0.15,0.63,0.34,0.29
raygina.csv,0.61,0.0,0.74,0.16,0.63,0.33,0.2
upp-mirror.csv,0.33,0.5,0.75,0.24,0.75,0.43,0.18
wishmaster.csv,0.44,0.64,0.72,0.19,0.72,0.29,0.4
