,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.81,1.0,1.0,0.01,0.97,0.96,1.0,1.0,0.99
chrysalis.csv,0.39,0.41,0.97,0.7,0.46,0.8,0.69,0.66,0.29
jahshaka.csv,0.52,0.27,0.84,0.75,0.68,0.74,0.65,0.84,0.59
jam-daq.csv,0.66,0.91,0.59,0.46,0.45,0.4,0.93,0.7,0.89
jatlas.csv,0.78,0.58,0.86,0.55,0.15,0.63,0.85,0.85,0.58
jedit.csv,0.36,0.66,0.65,1.0,0.94,1.0,0.62,0.68,0.84
open-media-library.csv,0.78,0.65,0.39,0.72,0.37,0.6,0.66,0.63,1.0
panda3d.csv,0.59,0.67,0.66,0.48,0.55,0.57,0.71,0.55,0.59
wheat.csv,0.87,0.65,0.91,0.49,0.51,0.78,0.46,0.71,0.91
