,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.53,0.0,0.0,0.99,0.13,0.17,0.0,0.0,0.05
chrysalis.csv,0.7,0.67,0.17,0.62,0.74,0.53,0.4,0.44,0.83
jahshaka.csv,0.55,0.82,0.39,0.29,0.56,0.55,0.41,0.34,0.71
jam-daq.csv,0.5,0.11,0.47,0.59,0.63,0.71,0.09,0.36,0.13
jatlas.csv,0.57,0.62,0.47,0.59,0.97,0.63,0.21,0.24,0.49
jedit.csv,0.74,0.59,0.63,0.0,0.24,0.0,0.67,0.45,0.48
open-media-library.csv,0.56,0.41,0.72,0.59,0.89,0.68,0.46,0.51,0.0
panda3d.csv,0.54,0.4,0.45,0.58,0.71,0.62,0.5,0.58,0.64
wheat.csv,0.33,0.48,0.38,0.57,0.73,0.56,0.68,0.43,0.13
