,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.68,0.72,0.0,0.44,0.42,0.13,0.51,0.5,0.32,0.36,1.0,0.16,0.04,0.29
baadengine.csv,0.99,0.93,0.03,0.44,0.51,0.11,0.6,0.58,0.29,0.5,0.5,0.18,0.06,0.51
bnetd.csv,0.86,0.88,0.04,0.39,0.52,0.11,0.98,0.63,0.34,0.51,0.44,0.22,0.07,0.47
impala.csv,0.58,0.24,0.0,0.36,0.12,0.2,0.48,0.15,0.14,0.15,0.29,0.91,0.03,0.28
jaxen.csv,0.2,0.28,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.27,0.24,0.0,0.0,0.16
jgameai.csv,0.45,0.54,0.0,0.94,0.27,0.0,0.52,0.17,0.13,0.11,0.37,0.12,0.04,0.34
jparsec.csv,0.86,0.51,0.04,0.44,0.35,0.16,0.64,0.55,0.31,0.36,0.44,0.19,0.05,0.97
motu.csv,0.35,0.21,0.0,0.06,0.26,0.09,0.1,0.64,0.0,0.96,0.45,0.15,0.0,0.33
vars-redux.csv,0.48,0.42,0.0,0.22,0.4,0.16,0.13,0.98,0.11,0.52,0.46,0.18,0.0,0.45
werx.csv,0.84,1.0,0.02,0.45,0.47,0.11,0.69,0.57,0.31,0.36,0.58,0.22,0.05,0.57
wishmaster.csv,0.21,0.35,0.0,0.29,0.0,0.08,0.1,0.3,0.96,0.12,0.31,0.34,0.13,0.2
xreal.csv,0.03,0.03,0.0,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.14,1.0,0.0
zealos.csv,0.66,0.86,0.06,0.39,1.0,0.38,0.39,0.58,0.31,0.45,0.6,0.22,0.06,0.46
