,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.68,0.6,0.75,0.75,0.74,0.88,0.8,0.65,0.57,0.52,0.62,0.83,0.96,0.97
baadengine.csv,0.44,0.35,0.44,0.5,0.53,0.41,0.47,0.41,0.45,0.4,0.3,0.36,0.39,0.44
bnetd.csv,0.47,0.34,0.43,0.37,0.53,0.43,0.49,0.33,0.36,0.37,0.28,0.36,0.37,0.54
impala.csv,0.71,0.96,0.79,0.76,0.95,0.8,0.69,0.97,0.89,0.81,0.65,0.95,0.82,0.92
jaxen.csv,0.99,0.91,0.0,0.5,0.0,0.8,0.0,0.93,0.8,0.89,0.75,0.8,0.96,0.83
jgameai.csv,0.7,0.78,0.92,0.84,0.9,0.88,0.63,0.91,0.94,0.83,0.91,0.96,0.69,0.82
jparsec.csv,0.41,0.57,0.45,0.57,0.6,0.48,0.45,0.44,0.39,0.48,0.34,0.35,0.38,0.59
motu.csv,0.85,0.96,0.86,0.8,0.76,0.61,0.5,0.5,0.0,0.75,0.47,0.95,0.96,0.74
vars-redux.csv,0.63,0.61,0.74,0.55,0.48,0.42,0.86,0.51,0.75,0.56,0.56,0.47,0.95,0.49
werx.csv,0.42,0.36,0.42,0.48,0.54,0.4,0.42,0.37,0.39,0.37,0.31,0.33,0.36,0.4
wishmaster.csv,0.99,0.98,0.82,0.93,0.0,0.95,0.5,0.88,0.92,0.75,0.82,0.86,0.96,0.96
xreal.csv,0.93,0.67,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.0,0.75,0.8,0.0
zealos.csv,0.53,0.45,0.59,0.54,0.67,0.67,0.72,0.4,0.48,0.45,0.39,0.47,0.52,0.7
