,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.84,0.98,0.0,0.32,0.48,0.08,0.54,0.48,0.2,0.24,1.0,0.11,0.02,0.35
baadengine.csv,0.99,0.98,0.02,0.37,0.35,0.06,0.5,0.47,0.18,0.34,0.37,0.1,0.03,0.39
bnetd.csv,0.86,0.98,0.02,0.34,0.39,0.06,0.95,0.49,0.22,0.37,0.33,0.13,0.04,0.49
impala.csv,0.74,1.0,0.0,0.28,0.14,0.2,0.5,0.19,0.11,0.11,0.3,1.0,0.02,0.62
jaxen.csv,0.79,0.94,0.0,0.0,0.0,1.0,0.0,0.53,0.0,0.33,0.75,0.0,0.0,0.67
jgameai.csv,0.61,0.99,0.0,0.96,0.22,0.0,0.48,0.2,0.12,0.09,0.55,0.12,0.02,0.34
jparsec.csv,0.75,0.99,0.02,0.33,0.24,0.09,0.52,0.47,0.19,0.24,0.34,0.11,0.02,0.98
motu.csv,0.89,1.0,0.0,0.2,0.35,0.05,1.0,0.69,0.0,1.0,0.47,0.12,0.0,0.44
vars-redux.csv,0.67,0.95,0.0,0.25,0.44,0.09,0.43,1.0,0.25,0.44,0.5,0.12,0.0,0.4
werx.csv,0.75,1.0,0.01,0.29,0.31,0.06,0.53,0.41,0.19,0.22,0.41,0.12,0.03,0.4
wishmaster.csv,0.85,1.0,0.0,0.4,0.0,0.05,1.0,0.44,1.0,0.25,0.45,0.25,0.08,0.28
xreal.csv,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.5,1.0,0.0
zealos.csv,0.76,0.98,0.03,0.32,1.0,0.24,0.61,0.46,0.2,0.32,0.47,0.13,0.03,0.45
