,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.59,0.55,0.0,0.6,0.42,0.44,0.5,0.53,0.59,0.59,1.0,0.32,0.23,0.28
baadengine.csv,0.98,0.0,0.77,0.55,0.6,0.09,0.44,0.63,0.54,0.79,0.33,0.49,0.52,0.51
bnetd.csv,0.78,0.0,0.84,0.49,0.69,0.24,0.99,0.66,0.64,0.78,0.13,0.55,0.61,0.48
impala.csv,0.48,0.17,0.0,0.5,0.12,0.24,0.47,0.14,0.24,0.26,0.32,0.87,0.23,0.21
jaxen.csv,0.13,0.2,0.0,0.0,0.0,1.0,0.0,0.19,0.0,0.27,0.17,0.0,0.0,0.11
jgameai.csv,0.34,0.41,0.0,0.93,0.38,0.0,0.48,0.17,0.17,0.18,0.33,0.14,0.42,0.36
jparsec.csv,0.0,0.39,0.87,0.6,0.36,0.61,0.36,0.61,0.0,0.59,0.41,0.53,0.23,0.97
motu.csv,0.26,0.15,0.0,0.05,0.24,0.42,0.06,0.62,0.0,0.93,0.46,0.24,0.0,0.31
vars-redux.csv,0.38,0.27,0.0,0.22,0.41,0.61,0.1,0.97,0.09,0.65,0.47,0.46,0.0,0.51
werx.csv,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.05
wishmaster.csv,0.15,0.25,0.0,0.27,0.0,0.23,0.06,0.26,0.94,0.1,0.28,0.59,0.45,0.19
xreal.csv,0.01,0.02,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.1,1.0,0.0
zealos.csv,0.55,0.54,0.91,0.51,1.0,0.95,0.32,0.61,0.56,0.71,0.65,0.58,0.64,0.49
