,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.74,0.6,0.86,0.74,0.97,0.75,1.0,0.9,0.67,0.7,1.0,0.94,0.84
fido.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.83,0.91,0.94,1.0,0.82,1.0,0.96,0.96,1.0,1.0,0.8,0.82,0.97
fluent-nhibernate.csv,0.0,0.09,0.11,0.03,0.13,0.0,0.21,0.11,0.33,0.0,0.0,0.94,0.12
galaxium.csv,0.39,0.4,0.97,0.32,0.43,0.5,0.47,0.42,0.33,0.57,0.4,0.76,0.4
itext.csv,0.46,0.22,0.46,1.0,0.34,0.0,0.14,0.42,0.0,0.09,0.2,0.59,0.28
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.35,0.35,0.17,0.12,0.24,0.5,0.44,0.95,0.67,0.26,0.2,0.18,0.31
ninject.csv,0.15,0.09,0.23,0.09,0.35,0.25,0.19,0.38,0.33,0.06,1.0,0.71,0.15
smartgwt.csv,0.72,0.24,0.8,0.79,0.96,0.25,0.35,0.81,0.67,0.28,0.6,0.71,0.55
sqlpower-library.csv,1.0,0.93,1.0,1.0,0.82,0.5,0.79,0.98,1.0,0.74,0.6,0.94,0.63
stuproa-cims.csv,0.91,0.95,0.83,0.88,0.91,1.0,0.63,0.95,1.0,0.96,1.0,0.88,0.92
uface.csv,0.59,0.82,0.71,0.53,0.64,1.0,0.81,0.62,0.67,0.72,1.0,0.76,1.0
