,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.74,0.31,0.33,0.54,0.28,0.04,0.98,0.2,0.04,0.84,0.1,0.1,0.67
fido.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fleet-simulator.csv,0.75,0.28,0.31,0.54,0.41,0.04,0.77,0.2,0.05,1.0,0.09,0.1,0.78
fluent-nhibernate.csv,0.0,0.25,0.36,0.17,0.75,0.0,0.92,0.3,0.17,0.0,0.0,1.0,0.87
galaxium.csv,1.0,0.21,0.97,0.79,0.17,0.06,0.73,0.26,0.03,0.82,0.15,0.16,0.52
itext.csv,0.78,0.19,0.7,1.0,0.7,0.0,0.89,0.27,0.0,1.0,0.25,0.31,0.91
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mediaportal.csv,0.84,0.23,0.43,0.8,0.1,0.03,0.69,1.0,0.08,0.67,0.2,0.13,0.44
ninject.csv,0.88,0.62,0.67,0.6,0.78,0.11,0.92,0.39,0.17,1.0,1.0,0.26,0.84
smartgwt.csv,0.77,0.3,0.41,0.63,1.0,0.03,0.77,0.23,0.06,0.68,0.08,0.18,0.6
sqlpower-library.csv,1.0,0.27,0.33,0.56,0.32,0.04,0.8,0.2,0.07,0.83,0.08,0.09,0.66
stuproa-cims.csv,0.74,0.95,0.32,0.57,0.41,0.04,0.75,0.19,0.05,0.88,0.09,0.11,0.77
uface.csv,0.68,0.29,0.27,0.4,0.34,0.05,0.75,0.15,0.04,0.98,0.11,0.1,0.99
