,mpqc.csv,iaml.csv,jrdf.csv,tigermud.csv
iaml.csv,0.59,0.58,0.42,0.54
jrdf.csv,0.95,0.49,0.8,0.54
mpqc.csv,0.94,0.7,0.87,0.89
tigermud.csv,0.96,0.54,0.52,0.5
