,recall,precision,pf,pci_20,ifa,wins
all-plasm.csv,0.32,0.59,0.25,0.86,1.0,11
gamestone.csv,0.19,0.4,0.21,0.77,1.0,6
gbif-providertoolkit.csv,0.55,0.48,0.43,0.65,1.0,9
growl-for-windows.csv,0.2,0.44,0.04,0.37,0.0,7
gss.csv,0.86,0.41,0.67,0.34,1.0,1
heekscad.csv,0.62,0.45,0.5,0.39,1.0,3
igarden.csv,0.61,0.51,0.35,0.47,0.0,10
levent.csv,0.38,0.46,0.31,0.52,1.0,5
openmsx.csv,0.55,0.46,0.47,0.67,1.0,8
pnotepad.csv,0.86,0.43,0.74,0.36,1.0,2
quark.csv,0.21,0.67,0.05,0.67,0.0,12
tango-cs.csv,0.65,0.45,0.52,0.48,2.0,0
xcsoar.csv,0.56,0.43,0.3,0.42,1.0,4
