,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.34,0.47,0.0,0.71,0.56,0.02,1.0,0.0,0.54,0.97,0.1,0.77,0.19,0.29,0.0,0.0
codepurge.csv,0.45,0.4,0.48,0.29,0.67,0.56,0.04,0.48,0.06,0.6,0.93,0.1,0.78,0.33,0.16,0.37,0.16
fontforge.csv,0.44,0.31,0.43,0.36,0.69,0.47,0.02,0.7,0.14,0.49,0.88,0.09,0.72,0.14,0.12,0.33,0.2
gmerlin.csv,0.0,0.3,0.43,0.36,0.0,0.44,0.02,0.0,0.13,0.0,0.82,0.1,0.72,0.14,0.0,0.46,0.19
hatari.csv,0.46,0.4,0.63,0.35,0.7,0.49,0.02,0.42,0.14,0.5,0.94,0.09,0.74,0.14,0.12,0.41,0.2
jaolt.csv,0.55,0.33,0.71,0.34,0.79,0.48,0.05,0.48,0.23,0.0,0.87,0.1,0.77,0.28,0.0,0.36,0.34
jcl.csv,0.59,0.49,0.53,0.38,0.81,0.56,0.05,0.54,0.1,0.39,0.88,0.19,0.75,0.14,0.19,0.35,0.24
ltp.csv,0.47,0.32,0.45,0.45,0.8,0.45,0.0,0.46,0.14,0.49,0.91,0.12,0.67,0.15,0.12,0.33,0.23
mia.csv,0.55,1.0,0.5,0.33,0.46,0.57,0.05,0.53,0.1,0.49,0.98,0.22,0.92,0.0,0.12,0.44,0.21
net-snmp.csv,0.61,0.34,0.59,0.36,0.7,0.42,0.03,0.44,0.15,0.52,0.82,0.13,0.78,0.16,0.11,0.36,0.15
opde.csv,0.45,0.34,0.45,0.5,0.69,0.47,0.04,0.53,0.15,1.0,0.92,0.1,0.73,0.19,0.1,0.33,0.2
oppna-program-hsatools.csv,0.59,0.42,0.66,0.37,0.77,0.52,0.03,0.42,0.16,0.5,0.96,0.08,0.77,0.12,0.1,0.32,0.17
powerfolder-.csv,0.46,0.56,0.5,0.34,0.7,0.4,0.03,0.5,0.16,0.46,0.91,0.09,0.81,0.29,0.16,0.4,0.19
qlc.csv,0.0,0.33,0.0,0.37,0.68,0.56,0.06,0.0,0.25,0.68,0.96,0.09,0.9,0.23,0.16,0.0,0.21
quantlib.csv,0.45,0.17,0.0,0.0,0.69,0.19,0.0,0.44,0.0,0.49,0.55,0.0,1.0,0.0,0.12,0.32,0.36
tcl.csv,0.39,0.29,0.41,0.33,0.73,0.41,0.0,0.0,0.15,0.66,0.83,0.06,0.7,0.1,0.0,0.17,0.2
