,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.83,0.73,0.64,0.73,0.57,0.21
google-web-toolkit.csv,0.38,0.33,0.23,0.18,0.37,0.61
open-data-kit.csv,0.67,0.92,0.2,0.86,0.79,0.44
qtractor.csv,0.25,0.7,0.16,0.38,0.44,0.42
quarkplayer.csv,0.29,0.32,0.27,0.1,0.18,0.34
zoolib.csv,0.21,0.41,0.11,0.21,0.35,0.16
