,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.74,0.55,0.27,0.61,0.48,0.64,0.37,0.29,0.46,0.03,0.51,0.59,0.54,0.63
biopax.csv,0.68,0.43,0.2,0.59,0.35,0.67,0.33,0.21,0.5,0.05,0.56,0.53,0.59,0.9
gnupdate.csv,0.57,0.44,0.17,0.63,0.29,0.38,0.64,0.08,0.43,0.25,0.55,0.51,0.54,0.53
les-indemodables.csv,0.73,0.43,0.2,0.57,0.52,0.27,0.33,0.21,0.44,0.04,0.53,0.65,0.38,0.56
openxava.csv,0.59,0.2,0.37,0.31,0.21,0.36,0.25,0.21,0.31,0.14,0.62,0.48,0.24,0.13
ppcboot.csv,0.71,0.48,0.2,0.59,0.34,0.65,0.32,0.2,0.51,0.05,0.59,0.54,0.59,0.87
repositorium.csv,0.13,0.04,0.3,0.07,0.01,0.27,0.0,0.38,0.06,0.07,0.41,0.19,0.35,0.36
rsyslog.csv,0.83,0.43,0.17,0.55,0.44,0.5,0.36,0.22,0.43,0.06,0.53,0.32,0.59,0.26
simplewebservices.csv,0.69,0.37,0.19,0.64,0.35,0.68,0.32,0.18,0.4,0.06,0.62,0.53,0.62,0.64
ultimairis.csv,0.69,0.43,0.23,0.62,0.41,0.69,0.32,0.19,0.6,0.0,0.43,0.05,0.57,0.65
vars-redux.csv,0.62,0.36,0.2,0.68,0.41,0.44,0.22,0.19,0.4,0.09,0.64,0.56,0.39,0.54
wow-qrsk.csv,0.14,0.43,0.24,0.67,0.58,0.51,0.31,0.0,0.04,0.06,0.05,0.56,0.36,0.45
wxstudio.csv,0.54,0.2,0.36,0.44,0.12,0.48,0.17,0.25,0.27,0.0,0.69,0.14,0.04,0.27
xqilla.csv,0.07,0.08,0.21,0.33,0.19,0.17,0.09,0.11,0.16,0.46,0.37,0.1,0.21,0.18
