,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.75,0.69,0.73,0.65,0.73,0.62,0.45,0.58,0.6,0.34,0.52,0.71,0.59,0.53
biopax.csv,0.0,0.0,0.0,0.0,0.5,0.17,0.21,0.05,0.36,0.0,0.17,0.09,0.0,0.85
gnupdate.csv,0.55,0.56,0.29,0.66,0.55,0.35,0.81,0.28,0.47,0.38,0.58,0.61,0.59,0.42
les-indemodables.csv,0.73,0.6,0.53,0.62,0.7,0.21,0.48,0.4,0.58,0.37,0.57,0.71,0.35,0.45
openxava.csv,0.51,0.18,0.82,0.28,0.39,0.34,0.46,0.54,0.37,0.92,0.6,0.43,0.19,0.09
ppcboot.csv,0.41,0.47,0.0,0.0,0.33,0.62,0.09,0.27,0.55,0.0,0.0,0.09,0.05,0.46
repositorium.csv,0.1,0.02,0.59,0.05,0.01,0.22,0.0,0.79,0.05,0.64,0.41,0.17,0.37,0.28
rsyslog.csv,0.84,0.58,0.45,0.55,0.71,0.48,0.45,0.52,0.5,0.52,0.54,0.31,0.0,0.18
simplewebservices.csv,0.17,0.37,0.55,0.7,0.6,0.09,0.0,0.29,0.53,0.6,0.61,0.0,0.66,0.53
ultimairis.csv,0.4,0.0,0.6,0.66,0.72,0.3,0.0,0.4,0.63,0.0,0.46,0.04,0.63,0.55
vars-redux.csv,0.58,0.5,0.3,0.74,0.64,0.43,0.44,0.53,0.51,0.8,0.66,0.66,0.44,0.42
wow-qrsk.csv,0.1,0.53,0.61,0.73,0.83,0.44,0.24,0.0,0.02,0.57,0.04,0.5,0.3,0.35
wxstudio.csv,0.52,0.21,0.43,0.48,0.27,0.33,0.32,0.66,0.37,0.0,0.7,0.13,0.02,0.2
xqilla.csv,0.05,0.1,0.15,0.36,0.34,0.13,0.12,0.36,0.18,0.99,0.31,0.06,0.16,0.13
