,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,195.5,97.5,972.5,96.5,1030.5,192.0,647.5,98.5,99.0,3941.0,99.0,98.5,196.0,98.5
biopax.csv,490.0,196.5,1067.0,197.0,1864.0,99.0,936.0,197.5,99.0,4311.0,99.0,98.5,99.0,98.5
gnupdate.csv,279.0,97.5,386.5,197.0,460.5,288.5,188.0,98.5,493.5,127.0,99.0,98.5,99.0,95.5
les-indemodables.csv,285.0,97.5,483.0,96.5,1704.0,283.5,565.0,90.5,92.5,1714.5,280.5,98.5,196.0,98.5
openxava.csv,186.0,196.5,284.5,192.0,3520.0,99.0,660.5,95.5,90.5,370.5,280.5,98.5,220.5,98.5
ppcboot.csv,490.0,196.5,1067.0,197.0,5443.5,94.5,936.0,197.5,198.0,4311.0,99.0,98.5,99.0,98.5
repositorium.csv,195.0,164.0,580.5,179.0,6436.5,194.0,875.5,194.5,1748.0,1865.5,281.5,513.0,475.5,98.5
rsyslog.csv,186.0,196.5,386.5,195.0,5173.5,99.0,357.0,197.5,196.5,2525.0,379.0,321.0,99.0,95.5
simplewebservices.csv,490.0,196.5,286.5,197.0,7732.5,99.0,936.0,197.5,198.0,3506.0,280.5,98.5,195.5,98.5
ultimairis.csv,490.0,196.5,579.0,197.0,469.5,99.0,936.0,98.5,295.0,2977.5,381.0,75.5,99.0,179.0
vars-redux.csv,186.0,196.5,672.0,197.0,1424.5,99.0,660.5,95.5,90.5,907.0,280.5,98.5,294.0,98.5
wow-qrsk.csv,50.5,97.5,188.0,195.0,848.5,94.5,188.0,0.0,289.5,2640.5,45.5,98.5,94.5,98.5
wxstudio.csv,96.5,97.5,94.5,194.0,9412.5,99.0,651.5,196.5,196.5,229.5,187.0,590.5,41.5,95.5
xqilla.csv,10.5,679.5,175.0,197.0,3706.5,99.0,147.0,95.5,96.5,68.5,280.5,13.5,84.0,428.5
