,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.81,0.7,0.94,0.82,0.74,0.6,0.4,0.55,0.68,0.33,0.49,0.84,0.73,0.51
biopax.csv,1.0,1.0,1.0,1.0,0.97,0.94,1.0,1.0,1.0,1.0,0.89,0.97,1.0,0.83
gnupdate.csv,0.54,0.55,0.25,0.88,0.62,0.32,0.8,0.27,0.77,0.33,0.57,0.73,0.6,0.38
les-indemodables.csv,0.73,0.65,0.81,0.63,0.69,0.18,0.45,0.36,0.62,0.33,0.57,0.7,0.31,0.42
openxava.csv,0.46,0.15,0.88,0.24,0.37,0.32,0.45,0.55,0.34,1.0,0.57,0.38,0.16,0.07
ppcboot.csv,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.91,0.96,1.0,0.97,1.0,1.0,0.96
repositorium.csv,0.08,0.02,0.56,0.04,0.01,0.19,0.0,0.82,0.04,1.0,0.38,0.14,0.35,0.25
rsyslog.csv,0.85,0.78,0.75,0.78,0.74,0.49,0.4,0.91,0.47,1.0,0.51,0.27,1.0,0.15
simplewebservices.csv,1.0,0.75,0.75,0.84,0.89,0.98,1.0,0.82,0.62,1.0,0.89,1.0,0.66,0.48
ultimairis.csv,0.96,1.0,0.62,0.84,0.82,0.97,1.0,0.36,0.6,0.0,0.51,0.03,0.74,0.51
vars-redux.csv,0.54,0.5,0.94,0.78,0.64,0.42,0.45,0.55,0.49,1.0,0.65,0.7,0.48,0.37
wow-qrsk.csv,0.08,0.5,0.62,0.76,0.85,0.39,0.2,0.0,0.02,1.0,0.03,0.95,0.26,0.31
wxstudio.csv,0.5,0.18,0.38,0.47,0.28,0.57,0.3,0.73,0.4,0.0,0.68,0.11,0.02,0.18
xqilla.csv,0.04,0.08,0.12,0.33,0.31,0.11,0.1,0.36,0.15,1.0,0.27,0.05,0.13,0.11
