,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.42,0.33,0.62,0.64,0.32,0.31,0.17,0.28,0.59,0.6,0.33,0.57,0.67,0.4
biopax.csv,1.0,1.0,1.0,1.0,0.83,0.96,0.95,0.99,0.9,1.0,0.96,0.98,1.0,0.05
gnupdate.csv,0.38,0.38,0.2,0.67,0.61,0.4,0.16,0.69,0.82,0.03,0.37,0.63,0.43,0.2
les-indemodables.csv,0.29,0.54,0.78,0.42,0.23,0.2,0.3,0.28,0.54,0.36,0.43,0.26,0.23,0.35
openxava.csv,0.12,0.12,0.35,0.24,0.52,0.52,0.51,0.48,0.38,0.31,0.2,0.11,0.11,0.1
ppcboot.csv,0.88,0.85,1.0,1.0,0.91,0.27,0.98,0.93,0.8,1.0,1.0,0.98,0.99,0.85
repositorium.csv,0.08,0.06,0.27,0.07,0.11,0.24,0.27,0.31,0.21,0.74,0.37,0.17,0.48,0.5
rsyslog.csv,0.21,0.71,0.83,0.75,0.39,0.54,0.19,0.81,0.33,0.82,0.33,0.25,1.0,0.1
simplewebservices.csv,0.96,0.88,0.73,0.58,0.74,0.98,1.0,0.92,0.66,0.77,0.73,1.0,0.34,0.1
ultimairis.csv,0.88,1.0,0.46,0.64,0.51,0.92,1.0,0.33,0.18,0.32,0.67,0.0,0.6,0.15
vars-redux.csv,0.21,0.5,0.92,0.37,0.35,0.51,0.6,0.53,0.42,0.55,0.29,0.46,0.68,0.0
wow-qrsk.csv,0.0,0.32,0.42,0.36,0.25,0.15,0.02,0.0,0.03,0.79,0.0,0.83,0.13,0.2
wxstudio.csv,0.38,0.21,0.08,0.48,0.77,0.88,0.53,0.51,0.72,0.04,0.2,0.23,0.02,0.65
xqilla.csv,0.0,0.35,0.01,0.46,0.45,0.21,0.24,0.64,0.35,0.06,0.14,0.0,0.08,0.4
