,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.57,0.54,0.83,0.64,0.42,0.47,0.41,0.66,0.49,0.63,0.67,0.41,0.56,0.65,0.72,0.48,0.59,0.52
aztec.csv,0.82,0.67,0.88,0.82,0.26,0.42,0.56,0.51,0.44,0.84,0.65,0.46,0.57,0.54,0.73,0.58,0.42,0.91
bibedt.csv,0.71,0.59,0.76,0.89,0.81,0.41,0.74,0.32,0.88,0.65,0.79,0.63,0.71,0.57,0.51,0.45,0.78,0.85
esmf.csv,0.47,0.79,0.61,0.68,1.0,0.71,0.71,0.93,0.68,0.83,0.62,0.87,0.91,0.9,0.98,0.85,0.77,0.79
irrlicht.csv,0.99,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jstock.csv,0.55,0.6,0.89,0.9,0.72,0.55,0.58,0.51,0.47,0.74,0.66,0.45,0.47,0.59,0.62,0.54,0.28,0.76
kowari.csv,0.61,0.96,0.74,0.76,0.99,0.77,0.77,0.95,0.38,1.03,0.74,0.87,0.99,0.75,1.0,0.73,0.76,0.65
lportal.csv,0.85,0.67,0.99,1.0,1.0,0.96,0.88,1.0,1.0,0.87,0.95,0.83,1.0,0.53,1.0,0.33,1.0,1.0
modellus.csv,0.66,0.51,0.89,0.89,0.75,0.48,0.53,0.8,0.48,0.52,0.58,0.31,0.42,0.58,0.71,0.46,0.7,0.68
open-data-kit.csv,0.62,0.88,0.75,1.0,0.74,0.7,0.67,0.62,0.74,0.46,0.78,0.76,0.32,0.96,0.96,0.84,0.45,0.85
pentahoanalysistool.csv,0.87,0.46,0.75,0.69,0.84,0.68,0.74,0.94,1.01,0.87,0.78,0.62,0.69,0.85,0.87,0.68,0.92,0.69
phet.csv,0.93,0.88,0.45,0.92,0.97,0.85,0.88,0.93,1.01,1.08,0.88,0.95,0.99,0.99,1.02,1.0,0.89,0.88
qtractor.csv,0.57,0.56,0.87,0.74,0.46,0.33,0.59,0.52,0.51,0.49,0.66,0.43,0.42,0.58,0.43,0.48,0.59,0.72
roller.csv,0.82,0.78,0.84,0.56,0.71,0.8,0.77,0.84,0.97,0.71,0.75,0.63,0.42,0.38,0.81,0.61,0.56,0.76
sumatrapdf.csv,0.92,0.82,0.82,0.94,0.84,0.59,0.94,0.71,1.0,0.31,0.76,0.52,0.76,1.0,0.63,0.96,0.6,0.83
synergyspace.csv,0.65,0.56,0.76,0.39,0.76,0.67,0.59,0.95,0.63,0.41,0.82,0.54,0.7,0.74,0.88,0.73,0.79,0.37
ultimairis.csv,0.94,0.72,0.97,0.8,0.88,0.55,0.98,1.0,0.76,0.76,0.62,0.73,0.46,0.68,0.42,1.0,0.73,0.56
voms.csv,0.49,0.62,0.88,0.18,0.96,0.64,0.77,0.9,0.82,0.43,0.75,0.65,0.74,0.58,0.81,0.93,0.78,0.72
