,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.81,0.6,0.94,0.76,0.52,0.43
minig.csv,0.97,0.71,0.42,1.0,0.94,1.07
ossbuild.csv,0.71,0.5,0.67,0.34,0.63,0.47
rezilla.csv,0.38,0.56,0.6,0.9,0.78,0.9
rocrail.csv,0.9,0.54,0.7,0.94,0.78,0.27
webdriver.csv,0.8,0.35,0.73,0.97,0.53,0.41
