,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.83,0.85,0.8,0.71,0.45,0.4
minig.csv,0.36,0.45,0.48,0.42,0.5,0.67
ossbuild.csv,0.86,0.54,0.59,0.99,0.54,0.48
rezilla.csv,0.52,0.48,0.67,0.44,0.41,0.44
rocrail.csv,0.75,0.41,0.67,0.51,0.9,0.41
webdriver.csv,0.89,0.51,0.51,0.5,0.4,0.43
