,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.85,0.94,0.71,0.86,0.95,0.8,0.9,0.7,0.93,0.94,0.93,0.74,0.93
flylinkdc.csv,0.7,0.95,0.72,0.73,0.71,0.59,0.52,0.8,0.48,0.77,0.76,0.62,0.62
fw4spl.csv,0.62,0.72,0.88,0.91,0.98,0.85,0.73,0.81,0.81,0.65,0.74,0.9,0.81
grisbi.csv,0.36,0.6,0.42,0.35,0.41,0.35,0.32,0.37,0.35,0.44,0.39,0.37,0.35
mesa3d.csv,0.75,0.68,0.66,0.75,0.58,0.67,0.94,0.9,0.84,0.87,0.93,0.93,0.79
nuttx.csv,0.36,0.61,0.4,0.37,0.44,0.31,0.3,0.36,0.4,0.44,0.47,0.41,0.35
panda3d.csv,0.92,0.86,0.93,0.86,0.96,0.92,0.9,0.0,0.78,0.77,0.93,0.86,0.89
proftp.csv,0.77,0.57,0.49,0.38,0.63,0.48,0.75,0.0,0.82,0.65,0.83,0.71,0.48
qmmp.csv,0.45,0.56,0.41,0.55,0.47,0.57,0.44,0.52,0.36,0.61,0.53,0.53,0.48
skia.csv,0.8,0.86,0.78,0.5,0.71,0.56,0.58,0.9,0.73,0.69,0.81,0.69,0.61
tart.csv,0.75,0.0,0.89,0.86,0.93,0.75,0.89,0.0,0.75,0.5,0.67,0.5,0.83
tcvp.csv,0.74,0.94,0.81,0.68,0.92,0.9,0.52,0.9,0.63,0.64,0.94,0.77,0.94
utgb.csv,0.77,0.66,0.71,0.54,0.46,0.5,0.62,0.54,0.59,0.55,0.7,0.49,0.54
