,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.39,0.82,0.98,0.57,0.1,0.6,0.9,0.09,0.0,0.28,0.53,0.29,0.36
flylinkdc.csv,1.0,0.68,0.2,0.53,0.19,0.65,1.0,0.2,0.1,0.37,0.76,0.23,0.33
fw4spl.csv,0.15,0.83,0.26,0.55,0.98,0.3,0.65,0.08,0.03,0.29,0.4,0.15,0.23
grisbi.csv,0.33,0.84,0.35,0.59,0.14,0.51,1.0,0.13,0.07,0.35,0.57,0.25,0.36
mesa3d.csv,0.2,0.8,0.32,0.38,0.17,0.52,0.5,0.3,0.06,0.28,0.6,0.92,0.32
nuttx.csv,0.33,0.99,0.37,0.53,0.15,0.54,0.93,0.13,0.06,0.37,0.47,0.25,0.37
panda3d.csv,0.17,0.71,0.47,0.57,0.25,0.38,1.0,0.0,0.05,0.98,0.5,0.43,0.56
proftp.csv,0.55,0.78,0.34,0.66,0.27,1.0,1.0,0.0,0.06,0.39,0.72,0.35,0.44
qmmp.csv,0.31,0.82,0.43,0.55,0.18,0.43,0.84,0.14,0.03,0.37,0.98,0.21,0.31
skia.csv,0.52,0.84,0.15,0.53,0.14,0.47,1.0,0.0,0.09,0.35,0.31,0.18,1.0
tart.csv,0.0,0.0,0.44,0.71,0.08,0.5,1.0,0.0,1.0,0.0,0.33,0.0,0.5
tcvp.csv,0.4,0.81,0.25,0.48,0.15,0.7,0.96,0.9,0.07,0.4,0.5,0.33,0.31
utgb.csv,0.51,0.78,0.39,1.0,0.16,0.54,0.96,0.15,0.09,0.41,0.8,0.27,0.42
