,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.39,0.1,0.98,0.13,0.05,0.12,0.17,0.26,0.0,0.12,0.16,0.4,0.26
flylinkdc.csv,1.0,0.09,0.32,0.27,0.35,0.42,0.43,0.13,0.62,0.31,0.35,0.48,0.34
fw4spl.csv,0.32,0.55,0.48,0.38,0.9,0.3,0.2,0.36,0.23,0.52,0.41,0.35,0.29
grisbi.csv,0.66,0.56,0.65,0.64,0.5,0.6,0.98,0.49,0.66,0.57,0.62,0.63,0.57
mesa3d.csv,0.33,0.5,0.4,0.2,0.55,0.41,0.14,0.38,0.44,0.35,0.17,0.83,0.3
nuttx.csv,0.66,0.99,0.6,0.54,0.62,0.7,0.77,0.63,0.56,0.51,0.49,0.61,0.6
panda3d.csv,0.06,0.04,0.2,0.13,0.18,0.2,0.18,0.0,0.43,0.98,0.13,0.05,0.26
proftp.csv,0.37,0.36,0.33,0.61,0.56,0.98,0.28,0.0,0.24,0.29,0.25,0.37,0.54
qmmp.csv,0.63,0.21,0.72,0.5,0.68,0.37,0.54,0.62,0.39,0.62,0.93,0.48,0.51
skia.csv,0.4,0.4,0.24,0.5,0.47,0.53,0.41,0.0,0.44,0.42,0.27,0.3,1.0
tart.csv,0.0,0.0,0.12,0.17,0.14,0.09,0.17,0.0,0.83,0.0,0.02,0.0,0.16
tcvp.csv,0.42,0.37,0.4,0.37,0.2,0.27,0.41,1.0,0.44,0.59,0.29,0.33,0.26
utgb.csv,0.53,0.34,0.33,1.0,0.55,0.52,0.43,0.48,0.61,0.48,0.43,0.48,0.51
