,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.68,0.93,0.03,0.89,0.96,0.9,0.87,0.83,1.01,0.9,0.88,0.68,0.81
flylinkdc.csv,0.0,0.94,0.86,0.8,0.72,0.65,0.62,0.89,0.51,0.76,0.71,0.69,0.76
fw4spl.csv,0.95,0.77,0.77,0.73,0.13,0.9,1.13,0.81,0.89,0.78,0.87,0.83,0.86
grisbi.csv,0.66,0.67,0.66,0.71,0.83,0.76,0.02,0.84,0.72,0.63,0.61,0.64,0.77
mesa3d.csv,0.83,0.78,0.72,0.89,0.61,0.69,1.05,0.67,0.68,0.77,0.86,0.2,0.79
nuttx.csv,0.64,0.05,0.58,0.79,0.7,0.65,0.36,0.69,0.69,0.64,0.83,0.63,0.74
panda3d.csv,0.95,0.97,0.84,0.89,0.86,0.86,0.85,1.0,0.72,0.02,0.9,0.96,0.79
proftp.csv,0.68,0.8,0.75,0.53,0.52,0.03,0.76,1.0,0.82,0.77,0.8,0.7,0.58
qmmp.csv,0.69,0.95,0.48,0.68,0.56,0.75,0.68,0.61,0.89,0.61,0.08,0.84,0.77
skia.csv,0.66,0.72,0.93,0.71,0.69,0.67,0.64,1.01,0.64,0.7,0.93,0.81,0.0
tart.csv,1.0,1.0,0.91,0.86,0.9,0.93,0.86,1.0,0.2,1.0,0.98,1.0,0.87
tcvp.csv,0.66,0.77,0.78,0.78,0.84,0.77,0.64,0.01,0.66,0.57,0.79,0.73,0.82
utgb.csv,0.54,0.8,0.74,0.0,0.63,0.61,0.63,0.63,0.52,0.63,0.63,0.64,0.62
