,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.37,0.14,0.98,0.19,0.06,0.17,0.24,0.12,0.0,0.15,0.21,0.32,0.27
flylinkdc.csv,1.0,0.13,0.24,0.32,0.23,0.47,0.55,0.14,0.17,0.31,0.43,0.3,0.32
fw4spl.csv,0.21,0.77,0.34,0.42,0.92,0.28,0.47,0.13,0.05,0.4,0.41,0.21,0.24
grisbi.csv,0.47,0.68,0.49,0.72,0.25,0.67,0.99,0.22,0.14,0.44,0.61,0.38,0.51
mesa3d.csv,0.24,0.66,0.34,0.24,0.25,0.43,0.2,0.32,0.11,0.3,0.23,0.85,0.29
nuttx.csv,0.47,0.99,0.46,0.62,0.25,0.68,0.85,0.22,0.1,0.42,0.55,0.37,0.51
panda3d.csv,0.08,0.05,0.25,0.19,0.18,0.23,0.26,0.0,0.1,0.98,0.18,0.08,0.31
proftp.csv,0.41,0.46,0.31,0.63,0.35,0.98,0.39,0.0,0.09,0.3,0.32,0.33,0.48
qmmp.csv,0.45,0.87,0.55,0.52,0.29,0.38,0.66,0.23,0.06,0.47,0.95,0.34,0.4
skia.csv,0.42,0.5,0.18,0.52,0.21,0.5,0.53,0.0,0.15,0.36,0.27,0.21,1.0
tart.csv,0.0,0.0,0.16,0.24,0.1,0.12,0.24,0.0,0.89,0.0,0.03,0.0,0.21
tcvp.csv,0.39,0.48,0.3,0.4,0.16,0.35,0.53,0.95,0.12,0.47,0.34,0.31,0.26
utgb.csv,0.5,0.44,0.33,1.0,0.24,0.52,0.54,0.23,0.16,0.42,0.52,0.34,0.45
