,capcode.csv,lmms.csv,linuxsh.csv,mcmc-jags.csv,scite-ru.csv,bl-toolkit.csv,nicepress.csv,sbml.csv,gpac.csv,mbse.csv,gebr.csv,gretl.csv,kowari.csv,libtorrent.csv,modellus.csv,kindb.csv,lufa-lib.csv,bibletime.csv,mplayer-ce.csv,miranda.csv
bibletime.csv,0.72,0.64,0.86,0.72,0.64,0.7,0.48,0.62,0.98,1.0,0.5,0.77,0.81,0.53,0.53,1.0,0.97,0.37,0.99,0.92
bl-toolkit.csv,0.75,0.87,1.0,1.0,0.93,0.33,0.92,1.0,0.75,1.0,1.0,1.0,0.62,0.79,0.73,1.02,1.0,0.96,1.0,0.9
capcode.csv,0.43,0.6,0.53,0.93,0.79,0.7,0.66,0.64,0.89,0.98,0.8,0.87,0.69,0.85,0.53,0.88,0.98,0.77,0.86,0.85
gebr.csv,0.75,0.78,0.96,0.98,0.75,0.55,0.99,0.78,0.81,1.0,0.32,0.59,0.9,1.01,0.99,0.94,0.96,0.79,0.95,0.95
gpac.csv,0.83,0.81,1.0,1.0,0.78,0.53,0.77,0.93,0.47,0.49,0.75,0.64,0.98,0.61,0.86,1.0,0.99,0.79,0.98,0.78
gretl.csv,0.72,0.55,0.66,0.67,0.75,0.77,0.75,0.55,0.82,0.61,0.5,0.44,0.62,0.44,0.8,0.27,0.79,0.58,0.94,0.73
kindb.csv,0.82,0.71,1.0,0.68,0.63,0.9,0.74,0.47,0.92,0.99,0.99,0.95,0.87,0.66,0.9,0.22,0.97,0.71,0.82,0.69
kowari.csv,0.69,0.76,0.85,0.66,0.93,0.88,0.66,0.61,0.95,0.91,0.82,0.74,0.28,0.76,0.84,0.67,0.91,0.74,1.0,0.71
libtorrent.csv,0.88,0.6,0.95,0.62,0.82,0.49,0.56,0.64,0.8,0.94,0.49,0.56,0.71,0.42,0.64,0.51,0.94,0.47,0.88,0.74
linuxsh.csv,0.93,0.66,0.42,0.6,1.0,0.59,0.67,0.76,0.73,0.75,0.63,0.82,0.86,0.8,0.62,0.91,0.95,0.54,0.7,0.67
lmms.csv,0.68,0.48,0.86,0.47,0.8,0.7,0.59,0.63,0.77,0.57,0.72,0.62,0.55,0.4,0.59,0.31,0.94,0.85,0.64,0.65
lufa-lib.csv,0.73,0.6,0.69,0.54,0.84,0.59,0.84,0.96,0.7,0.77,0.75,0.77,0.75,0.73,0.93,0.77,0.46,0.66,0.77,0.66
mbse.csv,0.82,0.78,0.86,0.68,0.68,0.9,0.67,0.76,0.72,0.46,0.67,0.58,0.6,0.72,0.83,0.68,0.88,0.59,0.7,0.58
mcmc-jags.csv,0.97,0.74,0.82,0.2,0.6,1.0,0.7,0.82,0.98,0.98,0.46,0.64,0.97,0.71,0.73,0.54,0.59,0.75,0.77,0.73
miranda.csv,0.55,0.51,0.83,0.62,0.95,0.92,0.59,0.69,0.9,0.69,1.0,0.86,0.48,0.7,0.92,1.0,0.92,0.66,0.85,0.48
modellus.csv,0.71,0.57,0.55,0.8,1.0,0.46,0.54,0.59,0.47,0.83,0.51,0.48,0.48,0.59,0.31,0.41,0.55,0.46,0.96,0.82
mplayer-ce.csv,0.79,0.64,0.69,0.63,0.68,0.54,0.55,0.52,0.73,0.62,0.56,0.61,0.82,0.43,0.76,0.94,0.67,0.67,0.55,0.54
nicepress.csv,0.8,0.68,0.79,1.0,0.96,0.59,0.3,0.85,0.92,0.99,0.74,0.87,0.78,0.59,0.71,0.95,0.86,0.57,0.97,0.81
sbml.csv,0.66,0.54,1.0,0.61,0.68,0.46,0.5,0.31,0.86,0.91,0.59,0.57,0.78,0.46,0.66,0.69,1.0,0.51,0.84,0.66
scite-ru.csv,1.0,0.82,0.66,0.57,0.63,1.0,0.74,0.63,1.0,1.0,0.6,0.54,1.0,0.69,0.75,0.37,0.59,0.66,1.0,0.87
