,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.8,0.56,0.15,0.83,0.15,1.0,0.49,0.78,0.27,0.2,0.99,0.06,0.05,0.35,0.54,0.22,0.47,0.0,0.67,0.91
alpine.csv,0.41,0.68,0.0,0.33,0.14,0.89,0.3,0.7,0.15,1.0,0.66,0.05,0.19,0.23,0.58,0.42,0.5,0.25,1.0,0.79
autowikibrowser.csv,0.44,0.63,0.18,0.41,0.31,0.87,0.6,0.57,0.78,0.11,0.44,0.1,0.09,0.34,0.43,0.2,0.36,0.08,0.98,0.52
critterding.csv,1.0,0.56,0.14,0.38,0.26,0.95,0.4,0.63,0.48,0.05,0.36,0.07,0.09,0.14,0.47,0.29,0.47,0.04,0.53,0.76
firebird.csv,0.43,1.0,0.15,0.12,0.17,0.94,0.51,0.56,0.74,0.1,0.46,0.07,0.13,0.23,0.42,0.23,0.41,0.1,0.64,0.3
fmri-dmt.csv,0.0,0.55,0.5,0.0,0.0,0.0,0.5,0.7,0.4,0.0,0.3,0.0,0.09,0.0,0.0,0.0,0.67,1.0,0.75,1.0
genecys.csv,0.46,0.57,0.1,0.2,0.15,1.0,0.38,0.49,0.48,0.08,0.29,0.07,0.1,0.23,0.33,0.2,0.41,0.09,0.49,0.44
hydrogen.csv,0.55,0.63,0.17,0.5,1.0,0.88,0.69,0.86,0.28,0.12,0.58,0.0,0.07,0.31,0.65,0.33,0.36,0.1,0.52,0.84
jcae.csv,1.0,0.54,1.0,0.0,0.5,0.83,1.0,0.92,0.8,0.0,0.63,0.0,0.33,0.5,1.0,0.5,0.6,0.0,1.0,1.0
kftpgrabber.csv,0.55,0.75,0.17,1.0,0.22,1.0,0.57,0.79,0.63,0.18,0.36,0.06,0.08,0.32,0.94,0.27,0.45,0.19,0.48,0.42
libarchive.csv,0.45,0.61,0.11,0.35,0.31,0.91,0.52,0.61,0.37,0.1,0.48,0.1,0.09,0.27,0.44,0.2,0.47,0.09,0.63,1.0
mimosa.csv,0.55,0.6,0.18,0.0,0.17,0.91,0.39,0.61,0.97,0.12,0.34,0.06,0.1,0.23,0.42,0.2,0.42,0.12,0.51,0.4
monetdb.csv,0.51,0.55,0.13,0.43,0.19,0.92,1.0,0.6,0.39,0.1,0.39,0.06,0.14,0.31,0.44,0.26,0.41,0.07,0.44,0.49
nosleepsoftware.csv,0.53,0.65,0.17,0.94,0.4,0.85,0.48,0.67,0.67,0.11,0.8,0.0,0.04,0.47,0.85,0.2,0.37,0.33,0.67,0.63
openmsx.csv,0.46,0.51,0.1,0.21,0.19,0.88,0.26,0.43,0.4,0.08,0.35,0.07,0.12,0.24,0.36,0.23,0.98,0.11,0.46,0.45
quarkplayer.csv,0.41,0.54,0.0,0.41,0.12,1.0,0.34,0.0,1.0,0.05,0.29,1.0,0.03,0.22,0.0,0.0,0.41,0.0,0.23,0.36
riff-evolve.csv,0.55,0.64,0.19,0.29,0.12,0.91,0.48,0.99,0.52,0.14,0.36,0.08,0.13,0.24,0.37,0.26,0.41,0.07,0.67,0.51
virtuoso.csv,0.7,0.72,0.11,0.0,0.21,0.86,0.71,0.45,0.49,0.18,0.36,0.05,0.16,1.0,0.63,0.29,0.48,0.06,0.48,0.56
xined.csv,0.5,0.57,0.06,0.29,0.32,0.88,0.77,0.46,0.41,0.15,0.6,0.12,0.07,0.28,0.68,1.0,0.4,0.1,0.27,0.38
zoolib.csv,0.5,0.64,0.0,0.0,0.06,0.75,0.83,0.5,0.0,0.0,0.5,0.1,1.0,0.67,0.0,0.0,0.8,0.0,1.0,0.0
