,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.8,0.62,0.5,0.83,0.92,0.69,0.59,0.96,0.91,0.56,0.55,0.61,0.74,0.46,0.92,0.78,0.95,0.86,0.78,0.91
alpine.csv,0.95,0.71,0.5,0.67,0.86,0.61,0.9,0.9,0.92,0.92,0.98,0.84,0.94,0.92,0.92,0.67,0.88,0.88,0.89,0.93
autowikibrowser.csv,0.48,0.42,0.42,0.53,0.54,0.32,0.57,0.5,0.52,0.39,0.41,0.48,0.48,0.45,0.45,0.47,0.52,0.39,0.45,0.81
critterding.csv,0.62,0.83,0.46,0.88,0.71,0.38,0.66,0.53,0.5,0.64,0.67,0.51,0.61,0.98,0.51,0.48,0.76,0.57,0.47,0.82
firebird.csv,0.57,0.5,0.8,0.76,0.66,0.44,0.51,0.85,0.65,0.52,0.49,0.6,0.64,0.49,0.53,0.45,0.59,0.9,0.64,0.83
fmri-dmt.csv,0.0,0.95,0.75,0.0,0.5,0.0,0.75,0.95,0.8,0.75,0.9,0.5,0.91,0.0,0.0,0.0,0.67,0.83,0.75,0.89
genecys.csv,0.43,0.38,0.3,0.42,0.49,0.45,0.37,0.42,0.36,0.42,0.43,0.4,0.46,0.39,0.42,0.38,0.41,0.31,0.35,0.45
hydrogen.csv,0.8,0.59,0.65,0.88,0.87,0.38,0.92,0.93,0.53,0.94,0.5,0.72,0.85,0.45,0.65,0.83,0.79,0.55,0.78,0.63
jcae.csv,0.0,0.92,0.89,0.0,0.5,0.83,0.8,0.92,0.8,0.5,0.7,0.83,0.67,0.75,0.5,0.5,0.8,0.8,0.75,0.86
kftpgrabber.csv,0.65,0.61,0.67,0.5,0.69,0.92,0.82,0.96,0.68,0.94,0.79,0.7,0.7,0.71,0.52,0.54,0.84,0.56,0.65,0.44
libarchive.csv,0.4,0.43,0.35,0.55,0.46,0.37,0.43,0.6,0.48,0.53,0.63,0.45,0.55,0.36,0.44,0.37,0.48,0.4,0.63,0.53
mimosa.csv,0.6,0.42,0.46,0.91,0.63,0.45,0.39,0.47,0.54,0.68,0.57,0.61,0.66,0.41,0.54,0.39,0.76,0.47,0.36,0.46
monetdb.csv,0.67,0.52,0.6,0.6,0.81,0.51,0.57,0.74,0.44,0.7,0.55,0.54,0.76,0.49,0.56,0.52,0.67,0.93,0.52,0.68
nosleepsoftware.csv,0.53,0.52,0.83,0.76,0.9,0.41,0.68,0.67,0.83,0.57,0.63,0.9,0.59,0.68,0.77,0.8,0.95,0.67,0.93,0.7
openmsx.csv,0.77,0.48,0.48,0.65,0.6,0.43,0.57,0.57,0.52,0.65,0.47,0.43,0.76,0.78,0.62,0.42,0.7,0.51,0.51,0.64
quarkplayer.csv,0.91,0.59,0.67,0.7,0.88,0.67,0.61,0.0,0.5,0.62,0.69,0.91,0.67,0.66,0.0,0.86,0.65,0.0,0.9,0.88
riff-evolve.csv,0.55,0.48,0.36,0.86,0.81,0.36,0.46,0.58,0.47,0.76,0.56,0.59,0.82,0.4,0.61,0.52,0.67,0.43,0.58,0.57
virtuoso.csv,0.9,0.81,0.48,0.75,0.65,0.5,0.92,0.59,0.66,0.91,0.49,0.8,0.98,0.8,0.63,0.52,0.95,0.47,0.43,0.53
xined.csv,0.62,0.86,0.64,0.86,0.64,0.54,0.95,0.73,0.57,0.92,0.73,0.94,0.96,0.78,0.55,0.9,0.95,0.9,0.91,0.62
zoolib.csv,0.83,0.93,0.0,0.75,0.94,0.75,0.83,0.5,0.0,0.0,0.83,0.9,0.96,0.67,0.0,0.75,0.8,0.0,0.0,0.0
