,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.44,0.38,1.0,0.14,0.72
nabu-library.csv,0.51,0.49,0.24,0.25,1.0
pcgen.csv,0.62,1.0,0.53,0.48,0.75
selenium.csv,0.98,0.65,0.18,0.49,0.63
tolven.csv,0.7,0.67,0.21,0.97,0.68
