,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.33,0.38,0.98,0.15,0.1,0.0
foursquared.csv,0.34,0.13,0.0,0.89,0.0,0.0
ifmo-game-1.csv,0.86,0.0,0.37,0.2,0.0,0.0
micomt.csv,0.7,0.55,0.49,0.33,0.85,0.56
voms.csv,0.33,0.95,0.36,0.71,0.43,0.66
