,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,1.0,43.0,1.0,0.0,9.0
ingex.csv,1.0,46.0,0.0,0.0,0.0
jgnash.csv,0.0,3.0,5.0,8.0,2.0
openefm.csv,0.0,52.0,0.0,0.0,4.0
synecdoche.csv,3.0,27.0,1.0,8.0,0.0
