,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.9,0.74,0.71,0.29,1.0
ingex.csv,0.92,0.81,0.48,0.71,0.72
jgnash.csv,0.51,0.35,0.71,0.65,0.73
openefm.csv,0.33,0.73,0.71,0.65,0.81
synecdoche.csv,0.68,0.72,0.71,0.82,0.44
