,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.3,0.14,0.4,0.73,0.33
ingex.csv,0.25,0.13,0.64,0.52,0.4
jgnash.csv,0.48,0.37,0.38,0.43,0.4
openefm.csv,0.62,0.14,0.39,0.53,0.37
synecdoche.csv,0.36,0.15,0.42,0.31,0.64
