,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.62,0.34,0.52,0.43
jajuk.csv,0.19,0.58,0.59,0.67
vapor.csv,0.8,0.99,0.32,0.63
zorannt.csv,0.22,0.21,0.51,0.65
