,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.64,0.65,0.57,0.66
jajuk.csv,0.79,0.74,0.65,0.65
vapor.csv,0.49,0.05,0.55,0.66
zorannt.csv,0.66,0.67,0.54,0.64
