,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,0.43,0.75,0.47,0.69,0.84,0.14,0.27,0.44,0.58,0.78,0.91,0.93,0.05,0.87,0.21,0.37,0.63,0.99
autofac.csv,0.98,0.36,0.67,0.75,0.55,0.74,0.43,0.32,0.5,0.62,0.84,0.79,0.6,0.07,0.85,0.14,0.67,0.62,0.98
avisynth2.csv,1.0,0.46,0.83,0.5,0.0,1.0,0.5,0.5,0.67,0.46,1.0,0.78,0.0,0.6,0.89,0.0,0.57,0.0,1.0
dsworkbench.csv,0.96,0.59,0.93,0.62,0.85,0.94,0.38,0.5,0.53,0.56,0.79,0.83,0.0,0.0,0.85,0.75,0.75,0.7,0.99
exist.csv,0.98,0.41,0.74,0.46,0.53,0.77,0.23,0.36,0.37,0.78,0.75,0.72,0.73,0.06,0.89,0.1,0.27,0.64,0.95
forester-atv.csv,1.0,0.66,0.93,0.62,0.0,0.91,0.3,0.67,0.57,0.78,1.0,0.85,0.0,0.0,0.95,1.0,0.71,0.75,0.97
freelords.csv,1.0,0.4,0.83,0.47,0.53,0.83,0.48,0.37,0.45,0.62,0.82,0.8,0.81,0.05,0.83,0.19,0.32,0.61,0.97
gephex.csv,1.0,0.28,0.76,0.47,0.56,0.81,0.38,0.36,0.37,0.56,0.85,0.69,0.78,0.0,0.87,0.11,0.33,0.8,0.97
google-collections.csv,1.0,0.38,0.76,0.47,0.56,0.74,0.29,0.35,0.39,0.57,0.75,0.74,0.78,0.05,0.84,0.12,0.27,0.63,0.96
java-gnome.csv,1.0,0.35,0.8,0.56,0.74,0.81,0.31,0.29,0.6,0.61,0.93,0.71,0.96,0.0,0.93,0.13,0.35,0.76,1.0
jpaul.csv,1.0,0.5,0.67,0.6,0.0,0.86,0.6,0.25,0.6,0.38,0.7,0.6,0.0,0.11,0.88,0.19,0.75,0.0,1.0
neodatis-odb.csv,0.97,0.4,0.83,0.55,0.68,0.81,0.29,0.55,0.6,0.59,0.77,0.79,0.0,0.05,0.86,0.21,0.33,0.67,0.97
octet.csv,0.97,0.33,0.78,0.44,0.86,0.79,0.24,0.46,0.44,0.57,0.85,0.82,0.48,0.05,0.82,0.38,0.56,0.67,0.97
personalaccess.csv,1.0,0.55,0.76,0.73,0.64,0.85,0.38,0.43,0.5,0.84,0.79,0.83,0.0,0.08,0.93,0.4,0.83,0.69,0.98
pokenetonline.csv,1.0,0.41,0.76,0.47,0.56,0.81,0.34,0.35,0.52,0.57,0.75,0.88,0.62,0.05,0.84,0.17,0.4,0.66,0.98
rcp-company-uibindings.csv,1.0,0.47,0.77,0.56,0.5,0.85,0.44,0.28,0.47,0.62,0.86,0.84,0.71,0.07,0.88,0.08,0.32,0.64,1.0
scenemonitor.csv,1.0,0.41,0.79,0.58,0.64,0.89,0.57,0.42,0.64,0.68,0.87,0.6,0.56,0.0,0.89,0.4,0.43,0.58,0.97
servicestack.csv,1.0,0.75,0.77,0.77,0.0,0.57,0.0,0.28,0.5,0.56,0.78,1.0,0.0,0.1,0.83,1.0,0.55,0.0,1.0
st-filteredstatistics.csv,1.0,0.29,0.83,0.5,0.57,0.8,0.28,0.39,0.47,0.54,0.97,0.73,0.83,0.08,0.89,0.11,0.47,0.63,0.96
