,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.37,0.55,0.46,0.38,0.69,0.33,0.33,0.43,0.35,0.52,0.43,0.57,0.39,0.71,0.37,0.28
chipster.csv,0.65,0.67,0.54,0.42,0.62,0.4,0.45,0.5,0.39,0.38,0.62,0.9,0.65,0.86,0.52,0.38
delphilhlplib.csv,0.56,0.52,0.56,0.42,0.62,0.38,0.94,0.56,0.63,0.47,0.5,0.58,0.46,0.55,0.57,0.51
emite.csv,0.62,0.53,0.51,0.4,0.97,0.58,0.57,0.53,0.45,0.34,0.48,0.55,0.65,0.76,0.47,0.49
hydrate.csv,0.9,0.86,0.95,0.62,0.62,0.65,0.43,0.81,0.43,0.9,0.75,0.5,0.97,0.83,0.39,0.4
ivataopenportal.csv,0.52,0.44,0.39,0.39,0.57,0.33,0.32,0.41,0.36,0.39,0.53,0.38,0.49,0.41,0.38,0.29
jppf-project.csv,0.37,0.45,0.39,0.41,0.49,0.34,0.35,0.43,0.38,0.41,0.43,0.36,0.58,0.46,0.37,0.28
kolmafia.csv,0.33,0.49,0.5,0.36,0.42,0.37,0.32,0.39,0.43,0.33,0.43,0.83,0.59,0.47,0.34,0.28
l2j.csv,0.34,0.44,0.37,0.4,0.38,0.3,0.33,0.37,0.44,0.42,0.46,0.35,0.45,0.38,0.34,0.31
mb-unit.csv,0.41,0.45,0.43,0.57,0.42,0.38,0.45,0.4,0.48,0.65,0.43,0.79,0.4,0.4,0.41,0.29
opde.csv,0.77,0.5,0.43,0.38,0.64,0.38,0.39,0.46,0.36,0.35,0.5,0.62,0.52,0.55,0.35,0.34
pamguard.csv,0.65,0.56,0.47,0.43,0.56,0.44,0.41,0.45,0.37,0.36,0.52,0.5,0.49,0.59,0.52,0.3
quark.csv,0.83,0.97,0.88,0.91,0.0,0.75,0.0,0.91,0.8,0.85,0.75,0.8,0.95,0.91,0.5,0.0
stajistics.csv,0.68,0.6,0.45,0.47,0.49,0.44,0.34,0.45,0.44,0.39,0.57,0.69,0.54,0.65,0.4,0.37
tigermud.csv,0.48,0.52,0.47,0.71,0.42,0.39,0.35,0.47,0.4,0.77,0.5,0.35,0.46,0.44,0.38,0.36
