,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.36,0.91,0.52,0.75,0.53,0.64,0.92,1.0,0.55,0.24,0.62,0.48,0.72,0.38,0.63,0.01
chipster.csv,0.5,0.94,0.99,0.7,0.64,0.64,0.91,0.92,0.59,0.24,0.65,0.4,0.73,0.19,0.7,0.0
delphilhlplib.csv,0.48,0.86,0.38,1.0,0.56,0.65,0.94,0.91,0.67,0.25,0.5,0.47,0.74,0.33,0.61,0.0
emite.csv,0.42,0.89,0.5,0.76,0.49,0.63,0.98,0.89,0.55,0.2,0.6,1.0,0.82,0.44,0.63,0.02
hydrate.csv,0.6,0.95,0.55,0.76,0.6,0.65,0.92,0.89,0.6,0.2,0.62,1.0,0.86,0.33,1.0,0.02
ivataopenportal.csv,0.32,0.86,0.45,0.74,0.98,0.65,0.92,0.87,0.57,0.16,0.63,0.48,0.78,0.38,0.7,0.0
jppf-project.csv,0.36,0.85,0.39,0.9,0.52,0.64,1.0,0.87,0.55,0.15,0.62,0.45,0.71,0.32,0.63,0.01
kolmafia.csv,0.35,0.91,0.56,0.88,0.56,0.71,0.97,0.92,1.0,0.24,0.71,0.33,0.72,0.53,0.74,0.01
l2j.csv,0.36,0.87,0.47,0.75,0.6,0.67,0.93,0.88,0.64,0.17,0.66,0.44,1.0,0.34,0.66,0.01
mb-unit.csv,0.36,0.99,0.46,0.68,0.54,0.64,0.93,0.9,0.48,0.22,0.52,0.42,0.75,0.36,0.66,0.01
opde.csv,1.0,0.88,0.4,0.75,0.59,0.61,0.93,0.89,0.6,0.21,0.62,0.45,0.72,0.36,0.67,0.01
pamguard.csv,0.26,0.88,0.43,0.76,0.53,1.0,0.93,0.89,0.57,0.2,0.54,0.39,0.71,0.29,0.65,0.01
quark.csv,0.5,0.77,0.5,0.91,0.0,0.75,0.0,0.91,0.8,1.0,1.0,0.6,0.84,0.55,1.0,0.0
stajistics.csv,0.43,0.93,0.49,0.8,0.69,0.63,0.89,0.89,0.63,0.2,0.55,0.31,0.83,0.97,0.65,0.0
tigermud.csv,0.34,0.87,0.38,0.82,0.52,0.62,0.91,0.87,0.57,0.31,0.94,0.48,0.74,0.39,0.69,0.01
