,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,1.0,0.34,0.52,1.0,0.24,0.97,1.0,1.0,1.0,0.38,1.0,0.35,0.98,0.27,1.0,1.0
chipster.csv,0.4,0.25,1.0,0.79,0.32,0.58,0.54,0.46,0.64,0.77,0.49,0.13,0.27,0.13,0.58,0.0
delphilhlplib.csv,0.48,0.65,0.47,1.0,0.51,0.76,0.17,0.43,0.38,0.77,0.26,0.55,0.83,0.7,0.42,0.0
emite.csv,0.4,0.43,0.53,0.98,0.16,0.41,0.49,0.61,0.57,1.0,0.43,1.0,0.29,0.37,0.58,1.0
hydrate.csv,0.24,0.16,0.18,0.3,0.24,0.29,0.49,0.21,0.74,0.15,0.14,0.06,0.16,0.07,1.0,1.0
ivataopenportal.csv,0.4,0.85,0.83,0.98,1.0,0.86,0.88,0.77,0.87,0.62,0.77,0.9,0.49,0.87,0.85,0.0
jppf-project.csv,1.0,0.92,0.86,0.66,0.76,0.97,1.0,0.87,0.89,0.54,1.0,1.0,0.63,0.87,1.0,1.0
kolmafia.csv,0.72,0.37,0.42,0.83,0.53,0.59,0.75,0.54,1.0,0.92,0.43,0.06,0.26,0.6,0.79,1.0
l2j.csv,0.76,0.62,0.79,0.92,0.56,0.8,0.84,0.71,0.62,0.62,0.66,0.68,1.0,0.73,0.94,1.0
mb-unit.csv,0.64,1.0,0.52,0.47,0.95,0.58,0.61,0.65,0.49,0.38,0.34,0.26,0.94,0.83,0.64,1.0
opde.csv,0.88,0.68,0.56,1.0,0.3,0.75,0.67,0.69,0.94,1.0,0.71,0.42,0.46,0.57,0.94,1.0
pamguard.csv,0.24,0.66,0.76,0.91,0.73,1.0,0.77,0.78,0.81,0.92,0.71,0.58,0.75,0.57,0.61,1.0
quark.csv,0.12,0.04,0.06,0.19,0.0,0.05,0.0,0.04,0.09,1.0,0.11,0.1,0.08,0.2,0.06,0.0
stajistics.csv,0.48,0.31,0.59,0.68,0.37,0.58,0.67,0.59,0.57,0.77,0.66,0.29,0.58,1.0,0.85,0.0
tigermud.csv,0.68,0.52,0.61,0.26,0.8,0.69,0.77,0.71,0.83,0.31,0.86,0.84,0.74,0.7,0.94,1.0
