,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.9,0.86,0.75,0.51,0.47,0.75,0.48,0.5,0.69,0.73,0.7,0.44,0.69
bscwweasel.csv,0.8,0.96,0.51,0.62,0.42,0.81,0.61,0.0,0.49,0.94,0.77,0.75,0.75
capcode.csv,0.75,0.46,0.49,0.51,0.6,0.92,0.63,0.92,0.92,0.8,0.43,0.49,0.83
emite.csv,0.31,0.43,0.94,0.97,0.73,0.59,0.81,0.48,0.96,0.58,0.87,0.49,0.48
extprosys.csv,0.27,0.4,0.5,0.56,0.36,0.55,0.4,0.5,0.44,0.36,0.46,0.43,0.45
lamp.csv,0.3,0.79,0.67,0.48,0.36,0.5,0.41,0.5,0.67,0.36,0.57,0.53,0.41
retromenu.csv,0.93,0.48,0.57,0.72,0.36,0.7,0.43,0.3,0.74,0.38,0.55,0.88,0.33
smbopensoft.csv,0.42,0.4,0.47,0.57,0.39,0.56,0.51,0.51,0.61,0.43,0.42,0.39,0.38
snakeyaml.csv,0.6,0.63,0.53,0.95,0.46,0.71,0.92,0.74,0.66,0.67,0.68,0.5,0.44
stuproa-cims.csv,0.0,0.67,0.58,0.68,0.38,0.0,0.86,0.42,0.76,0.0,0.95,0.6,0.0
ta3d.csv,0.0,0.75,0.68,0.9,0.38,0.0,0.92,0.0,0.94,0.42,0.75,0.56,0.54
thout.csv,0.32,0.4,0.6,0.94,0.44,0.47,0.37,0.51,0.36,0.37,0.45,0.38,0.5
vrjuggler.csv,0.28,0.42,0.54,0.49,0.5,0.61,0.55,0.95,0.8,0.61,0.75,0.41,0.59
