,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.1,0.14,0.29,0.1,0.32,0.36,0.15,0.52,0.33,0.13,0.06,0.44,0.85
bscwweasel.csv,0.8,0.17,0.35,0.32,0.46,0.23,0.22,0.0,0.32,0.33,0.33,0.45,0.75
capcode.csv,0.75,0.12,0.24,0.14,0.4,0.25,0.33,0.5,0.42,0.0,0.13,0.42,0.83
emite.csv,0.55,0.07,0.33,0.06,0.23,0.26,0.0,0.48,0.26,0.27,0.14,0.6,0.71
extprosys.csv,0.49,0.09,0.24,0.16,0.38,0.48,0.17,1.0,0.25,0.21,0.14,0.45,0.8
lamp.csv,0.48,0.29,0.21,0.12,0.31,0.31,0.16,0.32,0.38,0.23,0.13,0.38,0.69
retromenu.csv,0.8,0.15,0.46,0.21,0.64,0.4,0.2,0.43,0.26,0.16,0.27,0.75,0.71
smbopensoft.csv,0.79,0.1,0.23,0.12,0.32,0.36,0.15,0.32,0.26,0.22,0.14,0.46,0.72
snakeyaml.csv,0.81,0.08,0.35,0.24,0.42,0.44,0.08,0.42,0.25,0.0,0.36,0.5,0.67
stuproa-cims.csv,0.0,0.67,0.35,0.25,0.42,0.0,0.29,0.39,0.57,0.0,0.37,0.55,0.0
ta3d.csv,0.0,0.5,0.23,0.2,0.44,0.0,0.17,0.0,0.56,0.26,0.25,0.44,0.75
thout.csv,0.52,0.1,0.4,0.25,0.29,0.28,0.15,0.32,0.25,0.22,0.15,0.42,0.65
vrjuggler.csv,0.48,0.09,0.2,0.11,0.32,0.27,0.1,0.53,0.32,0.33,0.11,0.5,0.7
