,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,miranda-icq.csv,roolo.csv,freewrl.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,soar.csv,geotools.csv,web-cat.csv,fulguro.csv
cleartk.csv,0.32,0.45,0.52,0.37,0.52,0.46,0.36,0.4,0.54,0.4,0.46,0.67,0.39,0.36,0.37,0.39,0.75,0.44,0.35,0.5
encog-cs.csv,0.35,0.44,0.55,0.42,0.4,0.38,0.41,0.6,0.62,0.45,0.51,0.37,0.39,0.38,0.42,0.56,0.4,0.49,0.54,0.42
extprosys.csv,0.52,0.48,0.76,0.55,0.47,0.53,0.47,0.65,0.44,0.73,0.59,0.4,0.65,0.43,0.5,0.65,0.52,0.6,0.52,0.65
freewrl.csv,0.42,0.46,0.56,0.46,0.59,0.5,0.45,0.53,0.79,0.45,0.73,0.42,0.52,0.73,0.6,0.58,0.46,0.53,0.48,0.95
fulguro.csv,0.0,0.0,0.75,0.93,0.93,0.8,0.0,0.83,0.88,0.75,0.5,0.83,0.91,0.5,0.9,0.8,0.0,0.93,0.67,0.89
geotools.csv,0.93,0.58,0.67,0.66,0.55,0.73,0.8,0.74,0.97,0.45,0.62,0.8,0.49,0.88,0.97,0.93,0.0,0.68,0.75,0.7
ibatisdb.csv,0.88,0.73,0.97,0.94,0.66,0.93,0.83,0.73,0.91,0.92,0.59,0.88,0.79,0.57,0.95,0.78,0.8,0.79,0.5,0.9
intact.csv,0.39,0.44,0.94,0.44,0.45,0.75,0.42,0.63,0.56,0.46,0.43,0.45,0.98,0.39,0.7,0.63,0.36,0.75,0.86,0.72
japano.csv,0.38,0.43,0.52,0.39,0.55,0.4,0.36,0.49,0.53,0.39,0.64,0.37,0.39,0.38,0.38,0.43,0.52,0.56,0.36,0.5
miranda-icq.csv,0.94,0.83,0.93,0.68,0.74,0.57,0.56,0.85,0.95,0.82,0.7,0.38,0.54,0.61,0.64,0.85,0.38,0.65,0.45,0.92
ofbiz.csv,0.53,0.38,0.64,0.62,0.95,0.58,0.9,0.55,0.74,0.42,0.86,0.0,0.66,0.79,0.44,0.44,0.0,0.54,0.41,0.89
opennms.csv,0.83,0.64,0.8,0.83,0.8,0.8,0.78,0.91,0.94,0.83,0.5,0.67,0.82,0.67,0.91,0.94,0.56,0.97,0.67,0.89
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.83,0.0,0.0
rohxel.csv,0.31,0.47,0.5,0.35,0.4,0.4,0.44,0.47,0.37,0.38,0.43,0.38,0.38,0.42,0.41,0.44,0.52,0.44,0.36,0.44
roolo.csv,0.68,0.52,0.9,0.95,0.62,0.81,0.86,0.69,0.95,0.76,0.84,0.55,0.97,0.7,0.63,0.74,0.83,0.56,0.68,0.9
sevenupdate.csv,0.35,0.47,0.5,0.37,0.44,0.45,0.54,0.44,0.38,0.42,0.45,0.33,0.36,0.52,0.52,0.45,0.89,0.4,0.32,0.41
soar.csv,0.46,0.5,0.79,0.61,0.44,0.42,0.52,0.56,0.46,0.46,0.45,0.58,0.5,0.51,0.45,0.42,0.55,0.53,0.36,0.47
web-cat.csv,0.94,0.83,0.75,0.59,0.8,0.96,0.59,0.98,0.89,0.97,0.82,0.45,0.59,0.94,0.95,0.88,0.38,0.97,0.58,0.45
