,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.77,0.89,0.22,0.52,0.93,0.4,0.65,0.51,0.29,0.95,0.66,0.93,0.17,0.65,0.35,0.04,0.5,0.68
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.1,0.53,0.34,0.12,0.28,0.68
bionote.csv,0.75,0.97,0.43,0.44,1.0,0.0,0.75,0.39,0.57,1.0,0.67,0.9,0.47,0.58,0.5,0.04,0.42,0.7
bnetd.csv,0.79,0.82,0.21,0.44,0.78,0.43,0.56,0.5,0.33,0.93,0.84,0.92,0.15,0.73,0.33,0.08,0.3,0.64
elvishrayrenderer.csv,0.8,0.78,1.0,0.43,0.95,0.62,0.62,0.67,0.37,0.92,0.92,0.88,0.3,0.65,0.32,0.04,0.55,0.85
emisview.csv,0.75,0.0,0.42,0.53,0.96,0.55,0.88,0.5,0.49,0.0,0.68,0.88,0.22,0.6,0.38,0.17,0.58,1.0
findbugs.csv,0.76,0.89,0.19,0.36,0.88,0.32,0.78,0.48,0.51,1.0,0.55,0.92,0.12,0.62,0.45,0.06,0.32,0.69
hazelcast.csv,0.77,0.88,0.41,0.36,1.0,0.32,0.63,0.53,0.28,0.93,0.64,0.94,0.16,0.62,0.34,0.12,0.38,0.71
jitterbit.csv,0.77,0.87,0.36,0.42,0.88,0.3,0.72,0.11,0.54,1.0,0.53,0.94,0.14,0.61,0.47,0.01,0.38,0.78
jppf-project.csv,0.74,0.74,0.21,0.18,0.81,0.18,0.66,0.51,0.21,0.89,0.4,0.99,0.11,0.59,0.41,0.06,0.32,0.56
kolmafia.csv,0.78,0.86,0.22,0.44,0.93,0.3,0.62,0.5,0.3,0.92,0.67,0.93,0.15,0.72,0.35,0.09,0.34,0.69
megasquirtavr.csv,0.77,0.82,0.48,0.29,0.84,0.3,0.64,0.47,0.3,0.94,0.53,0.92,0.11,0.49,0.36,0.08,0.29,0.59
qedo.csv,0.86,0.67,0.06,0.29,0.83,0.29,0.41,0.57,0.2,0.92,0.52,0.93,0.05,0.46,0.33,0.23,0.17,0.58
stajistics.csv,0.76,0.81,0.0,0.32,0.95,0.37,0.55,0.53,0.22,0.93,0.56,0.92,0.18,0.55,0.35,0.24,0.6,0.66
trackit.csv,0.74,0.82,0.33,0.2,1.0,0.22,0.7,0.38,0.35,0.92,0.44,0.97,0.0,0.67,0.62,0.01,0.26,0.5
wxlua.csv,0.84,0.8,0.32,0.32,0.73,0.33,0.69,0.25,0.32,0.95,0.51,0.9,0.1,0.5,0.55,0.08,0.29,0.63
x4x.csv,0.86,0.75,0.2,0.27,0.76,0.35,0.62,0.51,0.21,0.9,0.51,0.92,0.07,0.52,0.42,0.09,0.27,0.65
xharbour.csv,0.77,0.97,0.29,0.38,0.95,0.32,0.72,0.47,0.32,0.92,0.54,0.88,0.23,0.65,0.43,0.05,0.38,0.72
