,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,exist.csv,st-filteredstatistics.csv,pokenetonline.csv,java-gnome.csv,avisynth2.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv
adonthell.csv,0.93,0.41,0.53,0.4,0.86,0.46,0.74,0.4,0.8,0.39,0.29,0.68,0.41,0.4,0.86,0.62,0.45,0.35,0.56
autofac.csv,0.56,0.38,0.83,0.46,0.46,0.43,0.45,0.43,0.78,0.41,0.48,0.56,0.82,0.38,0.51,0.42,0.73,0.36,0.38
avisynth2.csv,0.82,0.79,0.91,0.88,0.0,0.67,0.75,0.67,0.67,0.92,0.67,0.9,0.5,0.8,0.83,0.0,0.62,0.5,0.92
dsworkbench.csv,0.62,0.83,0.49,0.83,0.92,0.89,0.0,0.75,0.67,0.97,0.75,0.86,0.0,0.86,0.65,0.0,0.0,0.94,0.96
exist.csv,0.47,0.29,0.38,0.33,0.45,0.4,0.38,0.38,0.39,0.39,0.29,0.34,0.75,0.38,0.53,0.37,0.41,0.32,0.38
forester-atv.csv,0.67,0.54,0.54,0.74,0.0,0.91,0.88,0.75,0.38,0.97,0.8,0.56,0.0,0.83,0.49,0.67,0.74,0.67,0.62
freelords.csv,0.37,0.35,0.38,0.35,0.53,0.48,0.39,0.5,0.33,0.36,0.3,0.65,0.35,0.5,0.39,0.67,0.56,0.41,0.49
gephex.csv,0.92,0.52,0.37,0.35,0.52,0.44,0.53,0.4,0.57,0.45,0.39,0.37,0.38,0.51,0.55,0.49,0.42,0.55,0.46
google-collections.csv,0.36,0.36,0.36,0.32,0.44,0.39,0.45,0.4,0.32,0.34,0.29,0.35,0.38,0.4,0.38,0.45,0.41,0.35,0.39
java-gnome.csv,0.77,0.41,0.93,0.5,0.97,0.94,0.75,0.53,0.75,0.62,0.56,0.65,0.45,0.93,0.83,0.8,0.56,0.95,0.93
jpaul.csv,0.51,0.53,0.39,0.67,0.97,0.87,0.46,0.74,0.46,0.66,0.89,0.41,0.89,0.67,0.5,0.92,0.73,0.96,0.66
neodatis-odb.csv,0.51,0.43,0.86,0.57,0.94,0.94,0.5,0.76,0.73,0.75,0.42,0.93,0.0,0.52,0.54,0.6,0.75,0.48,0.43
octet.csv,0.64,0.45,0.68,0.5,0.93,0.85,0.62,0.62,0.67,0.39,0.4,0.82,0.86,0.4,0.57,0.85,0.8,0.49,0.46
personalaccess.csv,0.93,0.48,0.42,0.52,0.86,0.92,0.43,0.56,0.42,0.6,0.53,0.38,0.5,0.5,0.37,0.67,0.8,0.84,0.56
pokenetonline.csv,0.42,0.33,0.37,0.37,0.46,0.41,0.48,0.39,0.39,0.34,0.31,0.43,0.48,0.42,0.39,0.46,0.48,0.36,0.41
rcp-company-uibindings.csv,0.37,0.32,0.39,0.44,0.44,0.49,0.38,0.39,0.53,0.58,0.37,0.7,0.67,0.44,0.42,0.41,0.48,0.39,0.43
scenemonitor.csv,0.57,0.4,0.4,0.67,0.59,0.58,0.55,0.69,0.48,0.92,0.31,0.64,0.79,0.0,0.48,0.75,0.5,0.47,0.43
servicestack.csv,0.5,0.57,0.84,0.88,0.0,0.86,0.5,0.94,0.5,0.58,0.6,0.94,0.0,0.57,0.79,0.75,0.62,0.0,0.97
st-filteredstatistics.csv,0.45,0.41,0.43,0.41,0.44,0.41,0.48,0.42,0.43,0.35,0.32,0.41,0.39,0.49,0.37,0.45,0.62,0.45,0.47
