,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.57,0.25,1.0,1.0,0.0,0.73
codeblocks.csv,0.52,0.29,1.0,0.18,0.99,0.51
dataobjectsdotnet.csv,0.27,0.45,0.83,0.19,0.97,0.98
n2cms.csv,1.0,0.75,0.95,0.17,0.33,0.46
nug.csv,0.38,1.0,0.63,0.14,0.96,0.52
uclmda.csv,0.34,0.31,0.75,0.17,1.0,0.4
