,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.08,0.12,0.02,0.95,0.0,0.05
codeblocks.csv,0.29,0.82,1.0,0.76,0.65,0.33
dataobjectsdotnet.csv,0.29,0.29,0.26,0.14,0.37,0.98
n2cms.csv,0.98,0.18,0.18,0.19,0.01,0.31
nug.csv,0.29,1.0,0.31,0.29,0.42,0.44
uclmda.csv,0.48,0.88,0.99,0.57,1.0,0.61
