,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.68,1.0,0.42,0.7,0.82,0.59,1.01,0.69,0.79,0.87,0.83
arsenal-1.csv,1.01,0.47,0.89,0.76,0.95,0.56,0.85,0.9,0.81,0.9,0.73
barracudamvc.csv,0.43,0.94,1.0,1.0,1.0,0.96,0.91,0.78,0.92,0.72,0.93
cascading.csv,0.7,0.57,0.48,0.78,0.75,0.65,0.56,0.82,0.49,0.83,0.69
emisview.csv,0.72,0.75,0.46,0.43,0.78,0.51,0.9,0.83,0.84,0.91,0.67
jitterbit.csv,0.94,0.97,0.6,0.7,0.71,0.37,0.92,0.63,0.7,0.87,0.56
jppf-project.csv,0.84,0.97,0.86,0.91,0.73,0.9,0.9,0.25,0.68,0.74,0.66
mevenide.csv,0.91,0.82,1.0,0.96,1.0,0.69,1.0,0.7,0.85,0.9,0.25
mycila.csv,0.76,0.94,0.95,0.99,0.9,0.9,0.29,0.59,0.71,0.66,0.95
ontopia.csv,0.86,0.63,0.76,0.8,0.84,0.65,0.68,0.79,0.89,0.34,0.84
trackit.csv,0.94,1.0,0.77,0.66,0.6,0.62,0.83,0.9,0.98,0.85,0.83
