,recall,precision,pf,pci_20,ifa,wins
fityk.csv,0.69,0.325,0.55,0.46499999999999997,2.5,5
galaxium.csv,0.735,0.44499999999999995,0.295,0.42,1.0,13
itext.csv,0.825,0.33,0.5800000000000001,0.385,2.0,4
jahshakafx.csv,0.6799999999999999,0.445,0.32,0.415,1.0,12
kolmafia.csv,0.9,0.34,0.785,0.37,2.0,1
mecat.csv,0.14,0.67,0.02,0.67,0.0,18
mp-rechnungs-und-kundenverwaltung.csv,0.41000000000000003,0.53,0.115,0.62,1.5,17
mptvseries.csv,0.39,0.505,0.15,0.655,1.5,16
novembre.csv,0.385,0.43,0.24,0.5700000000000001,3.5,10
ns-3.csv,0.7,0.39,0.52,0.44,5.0,7
nullc.csv,0.665,0.365,0.43,0.515,3.0,9
pixel-commandos.csv,0.185,0.37,0.08499999999999999,0.855,1.0,15
plee-the-bear.csv,0.58,0.38,0.495,0.405,1.0,3
quantlib.csv,0.59,0.155,0.41000000000000003,0.37,56.0,0
reaper-ecad.csv,0.175,0.71,0.0,0.62,1.0,19
sbml.csv,0.745,0.38,0.525,0.41,3.5,6
smartgwt.csv,0.515,0.405,0.365,0.485,1.0,8
unladen-swallow.csv,0.325,0.44,0.21000000000000002,0.585,2.0,11
vienna-add-in.csv,0.565,0.275,0.63,0.585,5.5,2
wow-qrsk.csv,0.42,0.48,0.195,0.585,3.5,14
