,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.18,0.52,0.45,0.0,0.24,0.35,0.2,0.33,0.29
ctrlr.csv,0.05,0.07,0.27,0.35,0.02,0.4,0.18,0.07,0.12
customsagetv.csv,0.04,0.0,0.0,0.02,0.07,0.01,0.0,0.1,0.16
glas.csv,0.27,0.34,0.41,0.45,0.29,0.34,0.0,0.37,0.42
octave.csv,0.0,0.5,0.52,0.2,0.03,0.51,0.05,0.27,0.67
tango-cs.csv,0.58,0.39,0.59,0.69,0.63,0.74,0.73,0.07,0.0
xcf.csv,0.42,0.55,0.61,0.33,0.29,0.62,0.35,0.0,0.52
xfce.csv,0.33,0.82,0.5,0.6,0.53,0.0,0.2,0.43,0.72
zildo.csv,0.07,0.0,0.36,0.42,0.44,0.56,0.05,0.13,0.25
