,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.85,0.75,0.56,0.57,0.5,0.1
aime.csv,0.69,0.93,0.25,0.0,0.79,0.0
badtrinitycore.csv,0.0,0.01,0.42,0.81,0.43,0.27
electric-core.csv,0.92,0.76,0.53,0.55,0.79,0.53
geochat.csv,0.69,1.0,0.43,0.13,0.21,0.5
olsrd.csv,1.0,0.76,0.59,0.6,0.36,0.57
