,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.0,3.0,13.0,6.0,1.0,7.0
aime.csv,7.0,0.0,29.0,405.0,2.0,127.0
badtrinitycore.csv,49.0,1.0,2.0,0.0,17.0,1.0
electric-core.csv,3.0,4.0,17.0,18.0,15.0,4.0
geochat.csv,8.0,0.0,1.0,108.0,4.0,0.0
olsrd.csv,5.0,0.0,1.0,8.0,23.0,4.0
