,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.32,0.41,0.55,0.53,0.62,0.91
aime.csv,0.45,0.48,0.68,0.0,0.5,0.5
badtrinitycore.csv,0.0,0.5,0.67,0.67,0.42,0.95
electric-core.csv,0.32,0.49,0.64,0.48,0.47,0.47
geochat.csv,0.43,0.44,0.47,0.59,0.95,0.66
olsrd.csv,0.32,0.33,0.5,0.5,0.37,0.47
