,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.87,0.63,0.26,0.47,0.0,0.4,0.67,0.39,0.62,0.7,0.75,0.52,0.5
emulemorph.csv,0.01,0.0,0.02,0.25,0.23,0.0,0.1,0.0,0.0,0.0,0.02,0.04,0.0
gisgraphy.csv,0.26,0.02,0.41,0.56,0.43,0.3,0.75,0.02,0.4,0.59,0.76,0.14,0.0
jaxen.csv,0.04,0.0,0.27,0.17,0.14,0.0,0.33,0.01,0.23,0.15,0.04,0.13,0.06
jvcl.csv,0.01,0.0,0.0,0.09,0.12,0.0,0.15,0.13,0.02,0.07,0.0,0.12,0.04
m-m-m.csv,0.36,0.67,1.0,0.87,1.0,0.0,0.64,1.0,0.69,0.59,0.86,0.8,0.94
motu.csv,0.17,0.09,0.49,0.04,0.07,0.1,0.05,0.93,0.08,0.0,0.23,0.31,0.17
nh3d.csv,0.03,0.0,0.1,0.06,0.09,0.0,0.23,0.13,0.11,0.26,0.01,0.14,0.1
sarasvati.csv,0.03,0.0,0.66,0.01,0.03,0.1,0.02,0.26,0.0,0.09,0.04,0.02,0.08
wgs-assembler.csv,0.0,0.27,0.42,0.19,0.19,0.0,0.48,0.21,0.29,0.35,0.2,0.28,0.27
zabbix.csv,0.9,0.81,0.92,0.73,0.65,0.9,0.56,0.55,0.91,0.85,0.0,0.82,0.88
