,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.4,0.47,0.42,0.46,0.82,0.38,0.71,0.43,0.47,0.51,0.41,0.82,0.54
emulemorph.csv,0.04,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.86,0.0,0.02,0.0,0.0
gisgraphy.csv,0.3,0.0,0.46,0.64,0.41,0.05,0.62,0.0,0.65,0.56,0.35,0.0,0.93
jaxen.csv,0.04,0.0,0.35,0.59,0.2,0.05,0.0,1.0,0.54,0.1,0.18,0.0,0.11
jvcl.csv,0.0,0.0,1.0,0.0,0.1,0.05,0.0,0.24,0.2,0.0,0.0,0.0,0.06
m-m-m.csv,0.41,0.6,0.0,0.4,0.0,1.0,0.74,0.0,0.19,0.74,0.41,0.56,0.23
motu.csv,0.27,0.55,0.55,0.0,0.38,0.19,0.0,0.26,0.2,0.93,0.23,0.0,0.06
nh3d.csv,0.06,1.0,0.23,0.5,0.29,0.0,0.94,0.64,0.55,0.57,0.22,0.0,0.11
sarasvati.csv,0.1,0.0,0.42,0.85,0.05,0.12,0.0,0.79,0.0,0.36,0.04,0.0,0.21
wgs-assembler.csv,0.92,0.75,0.28,0.31,0.33,0.07,0.84,0.8,0.37,0.49,0.27,0.0,0.36
zabbix.csv,0.35,0.38,0.3,0.5,0.59,0.33,0.8,0.8,0.33,0.45,0.96,0.0,0.39
