,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.89,0.8,0.68,0.72,0.21,0.76,0.67,0.72,0.8,0.79,0.91,0.52,0.68
emulemorph.csv,0.97,1.0,1.0,1.03,0.82,1.0,1.0,1.0,0.17,1.0,0.98,1.0,1.0
gisgraphy.csv,0.79,1.0,0.7,0.62,0.76,1.01,0.75,1.0,0.52,0.7,0.97,1.01,0.09
jaxen.csv,0.98,1.0,0.74,0.49,0.85,0.96,1.05,0.01,0.55,0.94,0.85,1.01,0.91
jvcl.csv,1.0,1.0,0.0,1.0,0.92,0.96,1.01,0.81,0.83,1.0,1.0,1.01,0.96
m-m-m.csv,0.71,0.71,1.0,0.89,1.0,0.0,0.64,1.0,1.08,0.59,0.89,0.8,0.95
motu.csv,0.79,0.51,0.66,1.0,0.67,0.85,1.0,0.95,0.84,0.08,0.83,1.05,0.97
nh3d.csv,0.95,0.0,0.82,0.55,0.76,1.0,0.23,0.42,0.51,0.53,0.82,1.01,0.92
sarasvati.csv,0.92,1.0,0.87,0.18,0.96,0.91,1.0,0.32,1.0,0.7,0.97,1.0,0.82
wgs-assembler.csv,0.1,0.37,0.86,0.75,0.73,0.94,0.48,0.29,0.73,0.64,0.79,1.04,0.73
zabbix.csv,0.9,0.95,0.92,0.82,0.71,0.93,0.56,0.55,0.91,0.85,0.05,1.29,0.89
