,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.38,0.79,0.65,0.56,0.74,0.55,0.5,0.62,0.6,0.47,0.5,0.42,0.5
emulemorph.csv,0.5,0.0,0.67,0.97,0.95,0.0,0.83,0.0,0.8,0.0,0.67,0.75,0.0
gisgraphy.csv,0.75,0.83,0.59,0.48,0.67,0.8,0.43,0.5,0.63,0.46,0.46,0.93,0.75
jaxen.csv,0.75,0.0,0.72,0.88,0.93,0.5,0.65,0.83,0.7,0.88,0.93,0.92,0.8
jvcl.csv,0.0,0.0,0.94,0.93,0.9,0.5,0.89,0.92,0.67,0.67,0.0,0.92,0.67
m-m-m.csv,0.65,0.46,0.31,0.43,0.38,0.63,0.45,0.4,0.53,0.36,0.38,0.35,0.33
motu.csv,0.95,0.97,0.43,0.83,0.92,0.67,0.67,0.42,0.89,0.75,0.71,0.69,0.89
nh3d.csv,0.75,0.75,0.94,0.93,0.92,0.0,0.67,0.93,0.93,0.58,0.92,0.93,0.86
sarasvati.csv,0.8,0.0,0.43,0.9,0.67,0.83,0.0,0.64,0.0,0.88,0.83,0.5,0.88
wgs-assembler.csv,0.69,0.65,0.56,0.97,0.8,0.67,0.57,0.62,0.59,0.5,0.85,0.72,0.6
zabbix.csv,0.33,0.47,0.3,0.5,0.4,0.56,0.63,0.42,0.42,0.41,0.69,0.32,0.31
