,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.25,0.36,0.42,0.18,0.57,0.35,0.32
gisgraphy.csv,0.19,0.89,0.35,0.0,0.22,0.65,0.64
haggle.csv,0.62,0.52,0.55,0.18,0.35,0.35,0.55
java-gnome.csv,0.19,0.22,0.31,0.81,0.13,0.47,0.59
magicwars.csv,0.88,0.65,1.0,0.96,1.0,0.94,0.91
orc.csv,0.88,0.54,0.35,0.09,0.61,0.35,0.23
servicestack.csv,0.12,0.09,0.0,0.0,0.22,0.65,0.05
