,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.46,0.43,0.42,0.48,0.39,0.42,0.53,0.48,0.69,0.46,0.42,0.43
baadengine.csv,0.5,0.42,0.32,0.31,0.28,0.42,0.46,0.37,0.45,0.38,0.37,0.35
chaosrts.csv,0.91,0.6,0.5,0.43,0.38,0.45,0.53,0.43,0.59,0.59,0.47,0.36
chaperon.csv,0.61,0.8,0.44,0.4,0.41,0.86,0.56,0.91,0.61,0.53,0.96,0.68
empyrean.csv,0.0,0.51,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.0,0.0,0.37,0.35,0.35,0.86,0.49,0.57,0.5,0.45,0.51,0.4
jaxlib.csv,0.59,0.56,0.67,0.95,0.75,0.54,0.96,0.59,0.68,0.94,0.48,0.8
joustsim.csv,0.54,0.5,0.4,0.43,0.54,0.5,0.49,0.71,0.46,0.49,0.88,0.49
loki-lib.csv,0.68,0.45,0.46,0.47,0.45,0.54,0.51,0.52,0.47,0.52,0.49,0.42
owlapi.csv,0.43,0.77,0.89,0.56,0.5,0.67,0.61,0.7,0.91,0.47,0.47,0.69
pamguard.csv,0.71,0.58,0.5,0.47,0.41,0.62,0.59,0.64,0.82,0.52,0.39,0.73
poormans.csv,0.51,0.94,0.69,0.4,0.3,0.67,0.42,0.44,0.0,0.52,0.41,0.37
