,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.7,0.69,0.48,0.62,0.06,0.06,0.21,0.16,0.62,0.2,0.86,0.79
baadengine.csv,0.93,0.65,0.38,0.65,0.04,0.05,0.17,0.29,0.39,0.37,0.91,0.65
chaosrts.csv,0.88,0.62,0.45,0.7,0.03,0.09,0.26,0.24,0.56,0.35,0.96,0.66
chaperon.csv,0.76,0.64,0.32,0.67,0.0,0.57,0.19,0.27,0.33,0.2,0.83,0.68
empyrean.csv,0.0,0.84,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
hydrate.csv,0.0,0.0,0.44,0.65,0.03,0.14,0.24,0.43,0.0,0.38,0.86,0.77
jaxlib.csv,0.85,0.64,0.0,0.53,0.5,0.05,0.17,0.14,0.5,0.17,0.91,0.7
joustsim.csv,0.66,0.68,0.32,0.67,0.04,0.1,0.19,0.64,0.39,0.25,0.96,0.6
loki-lib.csv,0.95,0.72,0.38,0.63,0.05,0.08,0.23,0.16,0.59,0.25,0.96,0.66
owlapi.csv,0.75,0.64,0.22,0.65,0.0,0.0,0.37,0.5,0.18,0.26,0.86,0.81
pamguard.csv,0.87,0.84,0.38,0.73,0.0,0.04,0.14,0.06,0.27,0.17,0.88,0.53
poormans.csv,0.73,0.72,0.31,0.63,0.04,0.0,0.22,0.17,0.0,0.52,0.86,0.67
