,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.73,0.6,0.46,0.61,0.67,0.68,0.65,0.72
etics.csv,0.7,0.52,0.18,0.48,0.58,0.43,0.64,0.75
genecys.csv,0.5,0.37,0.55,0.56,0.7,0.47,0.54,0.47
kftpgrabber.csv,0.18,0.3,0.12,0.27,0.0,0.3,0.51,0.84
kvs.csv,0.57,0.18,0.68,0.33,0.04,0.46,0.47,0.2
mcore3d.csv,0.18,0.68,0.54,0.42,0.66,0.17,0.49,0.56
ogrehg.csv,0.64,0.65,0.23,0.66,0.8,0.55,0.73,0.69
projecteqemu.csv,0.67,0.47,0.12,0.6,0.55,0.32,0.8,0.68
